hie	PAVD	hier	hièr
disiu	DDA.Neut.Akk.Pl.*	disiu	dise
maere	NA.Neut.Akk.Pl.st	mære	mære
und	KON	und	unte
der	DDART.Fem.Dat.Sg.*	der	dër
künegîn	NA.Fem.Dat.Sg.st	küningîn	küninginne
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
vil	AVD	vile	vile
lieber	ADJA.Pos.Masc.Nom.Sg.st	lieber	lièb
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
mîn	DPOSA	mîn	mîn
,	$_	,	,
welt	VMFIN.*.Pres.Pl.2	wellt	wèllen
ir	PPER.*.Nom.Pl.2	ir	ir
âventiure	NA.Fem.Akk.Sg.st	âventiure	âventiure
sehen	VVINF	sehen	sëhen
,	$_	,	,
diu	DDS.Fem.Nom.Sg.*	diu	dër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
alsô	AVD	alsô	allsô
hie	AVD	hier	hièr
geschehen	VVPP	geschehen	geschëhen
,	$_	,	,
diu	DDART.Fem.Nom.Sg.*	diu	dër
groeste	ADJA.Pos.Fem.Nom.Sg.wk	grôzeste	grôz
die	DRELS.Fem.Akk.Sg	die	dër
ich	PPER.*.Nom.Sg.1	ich	ich
ie	AVD	ie	iè
gesach.>	VVFIN.Ind.Past.Sg.1	gesach	gesëhen
der	DDART.Masc.Nom.Sg.*	der	dër
künic	NA.Masc.Nom.Sg.st	küninc	küning
zuo	APPR	zuo	ze
dem	DDART.Masc.Dat.Sg.*	dem	dër
ritter	NA.Masc.Dat.Sg.st	ritter	rîtære
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
<	AVD	an	ane
sage	VVIMP.Sg.2	sage	sagen
mir	PPER.*.Dat.Sg.1	mir	ich
,	$_	,	,
degen	NA.Masc.Nom.Sg.st	degen	dëgen
wandels	NA.Masc,Neut.Gen.Sg.st	wandels	wantel
frî	ADJD.Pos	vrî	vrî
,	$_	,	,
waz	PW.Neut.Akk.Sg.st	waz	wër
diu	DDART.Fem.Nom.Sg.*	diu	dër
âventiure	NA.Fem.Nom.Sg.*	âventiure	âventiure
sî.><herre	NA.Masc.Nom.Sg.*	sichere	sigehêrre
,	$_	,	,
ez	PPER.Neut.Nom.Sg.3	ez	ër
füert	VVFIN.Ind.Pres.Sg.3	vüert	vüèren
ein	DIART	ein	èin
junger	ADJA.Pos.Masc.Nom.Sg.st	junger	jung
man	NA.Masc.Nom.Sg.st	man	mann
einen	DIART.Masc.Akk.Sg.st	einen	èin
starken	ADJA.Pos.Masc.Akk.Sg.*	starken	stark
hirz	NA.Masc.Akk.Sg.st	hirz	hirz
über	APPR	über	über
den	DDART.Masc.Akk.Sg.*	den	dër
plân	NA.Masc.Akk.Sg.st	plân	plân
bî	APPR	bî	bî
sîm	DPOSA.Neut.Dat.Sg.st	sîneme	sîn
gehürne	NA.Neut.Dat.Sg.st	gehürne	gehürne
gewalticlîch	AVD	gewalticlîche	gewaltiglîche
.	$_	.	.
	
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
,	$_	,	,
er	PPER.Masc.Nom.Sg.3	er	ër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
iu	PPER.*.Dat.Pl.2	iu	ir
gar	AVD	gar	gare
gelîch	ADJD.Pos	gelîch	gelîch
.	$_	.	.
	
sîn	DPOSA	sîn	sîn
lîp	NA.Masc.Nom.Sg.st	lîp	lîb
der	DDS.Masc.Nom.Sg.*	der	dër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
schoen	ADJD.Pos	schoene	schoène
und	KON	und	unte
clâr	ADJD.Pos	klâr	klâr
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
aht	VVFIN.*.Pres.Sg.1	ahte	ahten
in	PPER.*.Dat.Pl.3	in	ër
kûm	VVFIN.*.Pres.Sg.1	kume	komen
ûf	APPR	ûf	ûf
zweinzic	CARDA	zweinzic	zwèinzig
jâr	NA.Neut.Akk.Pl.st	jâr	jâr
,	$_	,	,
daz	DDS.Neut.Nom.Sg.*	daz	dër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
wol	AVD	wole	wole
sîner	DPOSA.*.Gen.Pl.st	sîner	sîn
jâr	NA.Neut.Gen.Pl.st	jâr	jâr
ein	DIART	ein	èin
zal.>	NA.Fem.Nom.Sg.*	zale	<unknown>
<wol	AVD	wole	wole
ûf	AVD	ûf	ûf
,	$_	,	,
ir	DPOSA	ire	ire
ritter	NA.Masc.Nom.Sg.st	ritter	rîtære
überal,	$_	überal	<unknown>
wir	PPER.*.Nom.Pl.1	wir	wir
suln	VMFIN.*.Pres.Pl.1	sulen	solen
den	DDART.Masc.Akk.Sg.*	den	dër
knaben	NA.Masc.Akk.Sg.*	knaben	knabe
schouwen.>	VVPS	schouwen	schouwen
mit	APPR	mit	mit
rittern	NA.Masc.Dat.Pl.st	rittern	rîtære
und	KON	und	unte
mit	APPR	mit	mit
frouwen	NA.Fem.Dat.Pl.*	vrouwen	vrouwe
giengens	VVFIN.*.Past.Pl.3|PPER.Masc.Nom.Pl.3	giengen|si	gân|ër
ûz	APPR	ûz	ûz
den	DDS.*.Dat.Pl.*	den	dër
zelten	NA.Fem,Neut.Dat.Pl.st	zelten	zëlt
dan	AVD	danne	danne
und	KON	und	unte
sâhn	VVFIN.Ind.Past.Pl.3	sâhen	sëhen
den	DDART.Masc.Akk.Sg.*	den	dër
hirz	NA.Masc.Akk.Sg.st	hirz	hirz
und	KON	und	unte
den	DDART.Masc.Akk.Sg.*	den	dër
man	NA.Masc.Akk.Sg.st	man	mann
.	$_	.	.
	
nu	AVD	nû	nû
kam	VVFIN.Ind.Past.Sg.3	kam	komen
der	DDART.Masc.Nom.Sg.*	der	dër
junge	ADJA.Pos.Masc.Nom.Sg.wk	junge	jung
meleranz	NE.Nom.Sg	Meleranz	Meleranz
.	$_	.	.
	
sîn	DPOSA	sîn	sîn
lîp	NA.Masc.Nom.Sg.st	lîp	lîb
was	VAFIN.Ind.Past.Sg.3	was	wësen
clâr	ADJD.Pos	klâr	klâr
,	$_	,	,
sîn	DPOSA	sîn	sîn
varwe	NA.Fem.Nom.Sg.*	varwe	varwe
glanz	ADJD.Pos	glanz	glanz
.	$_	.	.
	
den	DDART.Masc.Akk.Sg.*	den	dër
hirz	NA.Masc.Akk.Sg.st	hirz	hirz
brâht	VVFIN.Ind.Past.Sg.3	brâhte	bringen
er	PPER.Masc.Nom.Sg.3	er	ër
mit	APPR	mit	mit
im	PPER.Masc.Dat.Sg.3	im	ër
dar	AVD	dar	dâr
für	PAVAP	vüre	vüre
den	DDART.Masc.Akk.Sg.*	den	dër
künc	NA.Masc.Akk.Sg.st	küninc	küning
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
knabe	NA.Masc.Nom.Sg.*	knabe	knabe
klâr	ADJN.Masc.Nom.Sg.*	klâr	klâr
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
gezogenlîche	AVD	gezogenlîche	gezogenlîche
<artûs	NE.Nom.Sg	Artûs	Artûs
,	$_	,	,
künic	NA.Masc.Nom.Sg.st	küninc	küning
rîche	ADJN.Masc.Nom.Sg.*	rîche	rîche
,	$_	,	,
disen	DDA.Masc.Akk.Sg.*	disen	dise
hirz	NA.Masc.Akk.Sg.st	hirz	hirz
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
der	DDART.Masc.Nom.Sg.*	der	dër
meister	NA.Masc.Nom.Sg.st	meister	mèister
dîn	PPER.*.Gen.Sg.2	dîn	dû
erjaget	VVFIN.Ind.Pres.Sg.3	erjaget	erjagen
,	$_	,	,
der	DDS.Masc.Nom.Sg.*	der	dër
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
iuwer	PPER.*.Gen.Pl.2	iuwer	ir
sîn.>	NA.Masc.Nom.Sg.*	sinne	sinne
artûs	NE.Nom.Sg	Artûs	Artûs
den	DDART.Masc.Akk.Sg.*	den	dër
knaben	NA.Masc.Akk.Sg.*	knaben	knabe
ane	PTKVZ	ane	ane
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
.	$_	.	.
	
zuo	APPR	zuo	ze
im	PPER.Masc.Dat.Sg.3	im	ër
er	PPER.Masc.Nom.Sg.3	er	ër
tugentlîchen	AVD	tugentlîchen	tugendlîche
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
<juncherre	NA.Masc.Nom.Sg.wk	junchêrre	junghêrre
,	$_	,	,
sît	VAIMP.Pl.2	sît	sîn
gote	NA.Masc.Dat.Sg.st	gote	got
willekomen	ADJD.Pos	willekomen	willekomen
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
hete	VAFIN.Subj.Past.Sg.1	hæte	haben
gerne	AVD	gerne	gërne
daz	DDS.Neut.Akk.Sg.*	daz	dër
vernomen	VVPP	vernomen	vernëmen
von	PTKVZ	von	vone
wan	KO*	wan	wante
ir	PPER.*.Nom.Pl.2	ir	ir
komt	VVFIN.*.Pres.Pl.2	komet	komen
in	APPR	in	in
diz	DDA.Neut.Akk.Sg.*	diz	dise
lant	NA.Neut.Akk.Sg.st	lant	lant
.	$_	.	.
	
daz	DDS.Neut.Akk.Sg.*	daz	dër
sult	VMFIN.*.Pres.Pl.2	sulet	solen
ir	PPER.*.Nom.Pl.2	ir	ir
machen	VVINF	machen	machen
mir	PPER.*.Dat.Sg.1	mir	ich
bekant	ADJD.Pos	bekant	bekant
.	$_	.	.
	
allez	DIS.Neut.Nom.Sg.st	allez	all
des	DRELS.Neut.Gen.Sg	des	dër
ir	PPER.*.Nom.Pl.2	ir	ir
an	APPR	an	ane
mich	PPER.*.Akk.Sg.1	mich	ich
gert	VVFIN.*.Pres.Pl.2	gert	gëren
,	$_	,	,
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
ichz	PPER.*.Nom.Sg.1|PPER.Neut.Akk.Sg.3	ich|ez	ich|ër
,	$_	,	,
des	DDS.Neut.Gen.Sg.*	des	dër
wert	VAFIN.*.Pres.Pl.2	werdet	wërden
ir	PPER.*.Nom.Pl.2	ir	ir
gewert.>	VVPP	gewert	wëren
<gnâde	NA.Fem.Akk.Sg.st	genâde	genâde
,	$_	,	,
herre>	NA.Masc.Nom.Sg.*	hêrre	hêrre
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
der	DDART.Masc.Nom.Sg.*	der	dër
knabe	NA.Masc.Nom.Sg.*	knabe	knabe
dô	AVD	dô	dô
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
min	DPOSA	mîn	mîn
muot	NA.Masc,Neut.Nom.Sg.st	muot	muot
stât	VVFIN.Ind.Pres.Sg.3	stât	stân
alsô	AVD	alsô	allsô
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
iuch	PPER.*.Akk.Pl.2	iuch	ir
vil	AVD	vile	vile
gerne	AVD	gerne	gërne
bite	VVFIN.*.Pres.Sg.1	bite	biten
:	$_	:	:
nu	AVD	nû	nû
êret	VVIMP.Pl.2	êret	êren
iuwer	DPOSA.Fem.Akk.Sg.*	iuwer	iuwer
zuht	NA.Fem.Akk.Sg.st	zuht	zuht
dâ	PAVD	dâ	dâr
mite	PAVAP	mite	mite
und	KON	und	unte
lât	VVIMP.Pl.2	lât	lâzen
mich	PPER.*.Akk.Sg.1	mich	ich
iuwern	DPOSA.Masc.Akk.Sg.st	iuwern	iuwer
kneht	NA.Masc.Akk.Sg.st	kneht	knëht
sîn	VAINF	sîn	sîn
.	$_	.	.
	
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
,	$_	,	,
ûf	APPR	ûf	ûf
die	DDART.Fem.Akk.Sg.*	die	dër
triuwe	NA.Fem.Akk.Sg.st	triuwe	triuwe
mîn	DPOSN.Fem.Akk.Sg.wk	mîn	mîn
,	$_	,	,
darumbe	PAVD|PAVAP	dâr|umbe	dâr|umbe
bin	VAFIN.Ind.Pres.Sg.1	bin	sîn
ich	PPER.*.Nom.Sg.1	ich	ich
zuo	APPR	zuo	ze
iu	PPER.*.Dat.Pl.2	iu	ir
komen	VVPP	komen	komen
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
die	DDART.Fem.Akk.Sg.*	die	dër
tugent	NA.Fem.Akk.Sg.st	tugent	tugende
von	APPR	von	von
iu	PPER.*.Dat.Pl.2	iu	ir
vernomen	VVPP	vernomen	vernëmen
daz	KOUS	daz	dazz
mich	PPER.*.Akk.Sg.1	mich	ich
des	DDS.Neut.Gen.Sg.*	des	dër
dunket	VVFIN.Ind.Pres.Sg.3	dunket	dunken
,	$_	,	,
künic	NA.Masc.Nom.Sg.st	küninc	küning
hêr	ADJN.Masc.Nom.Sg.*	hêr	hêre
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
sîs	PPER.*.Akk.Pl.3|PPER.Neut.Gen.Sg.3	si|es	ër|ër
getiuret	VVPP	getiuret	tiuren
immer	AVD	iemer	ièmer
mêr	AVD.Comp	mêr	mêre
,	$_	,	,
ob	KOUS	ob	obe
ir	PPER.*.Nom.Pl.2	ir	ir
iuch	PRF.Akk.Pl.st	iuch	ir
mîn	PPER.*.Gen.Sg.1	mîn	ich
underwindet	VVFIN.*.Pres.Pl.2	underwintet	unterwinten
.	$_	.	.
	
an	APPR	an	ane
mir	PPER.*.Dat.Sg.1	mir	ich
ir	PPER.*.Nom.Pl.2	ir	ir
niht	PTKNEG	niht	niht
envindet	PTKNEG|VVFIN.Ind.Pres.Sg.3	en|vindet	ne|vinden
wan	KO*	wan	wante
dienest	NA.Masc,Neut.Akk.Sg.st	dienest	diènest
unde	KON	unde	unte
triuwe	NA.Fem.Akk.Sg.st	triuwe	triuwe
immer	AVD	iemer	ièmer
ân	APPR	âne	âne
herzen	NA.Neut.Gen.Sg.wk	herzen	hërze
riuwe.>	VVFIN.Ind.Past.Sg.3	riuwe	<unknown>
der	DDART.Masc.Nom.Sg.*	der	dër
künic	NA.Masc.Nom.Sg.st	küninc	küning
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
des	DDS.Neut.Gen.Sg.*	des	dër
sît	VAIMP.Pl.2	sît	sîn
gewert	VVPP	gewert	gewëren
;	$_	;	;
juncherre	NA.Masc.Nom.Sg.wk	junchêrre	junghêrre
,	$_	,	,
des	DRELS.Neut.Gen.Sg	des	dër
ir	PPER.*.Nom.Pl.2	ir	ir
habet	VAFIN.*.Pres.Pl.2	habet	haben
begert	VVPP	begert	begëren
,	$_	,	,
darumbe	PAVD|PAVAP	dâr|umbe	dâr|umbe
solt	VMFIN.*.Past.Sg.1	solte	solen
ich	PPER.*.Nom.Sg.1	ich	ich
iuch	PPER.*.Akk.Pl.2	iuch	ir
biten	VVINF	biten	biten
.	$_	.	.
	
von	APPR	von	von
welhem	DWA.Neut.Dat.Sg.st	welichem	wèlich
lande	NA.Neut.Dat.Sg.st	lande	lant
ir	PPER.*.Nom.Pl.2	ir	ir
sît	VAFIN.*.Pres.Pl.2	sît	sîn
geriten	VVPP	geriten	rîten
,	$_	,	,
juncherre	NA.Masc.Nom.Sg.wk	junchêrre	junghêrre
,	$_	,	,
daz	DDS.Neut.Akk.Sg.*	daz	dër
sult	VMFIN.*.Pres.Pl.2	sulet	solen
ir	PPER.*.Nom.Pl.2	ir	ir
mir	PPER.*.Dat.Sg.1	mir	ich
sagen	VVINF	sagen	sagen
und	KON	und	unte
die	DDART.Fem.Akk.Sg.*	die	dër
rehten	ADJA.Pos.Fem.Akk.Sg.wk	rehten	rëht
wârheit	NA.Fem.Akk.Sg.st	wârheit	wârhèit
nicht	PTKNEG	niht	niht
verdagen.>	VVINF	verdagen	verdagen
er	PPER.Masc.Nom.Sg.3	er	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
ichn	PPER.*.Nom.Sg.1|PTKNEG	ich|ne	ich|ne
weiz	VVFIN.Ind.Pres.Sg.1	weiz	wizzen
wanne	AVW	wanne	wanne
ich	PPER.*.Nom.Sg.1	ich	ich
bin	VAFIN.Ind.Pres.Sg.1	bin	sîn
.	$_	.	.
	
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
künic	NA.Masc.Nom.Sg.st	küninc	küning
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
den	DDART.Masc.Akk.Sg.*	den	dër
sin	NA.Masc.Akk.Sg.st	sin	sinn
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
iu	PPER.*.Dat.Pl.2	iu	ir
aller	DIA.*.Gen.Pl.st	aller	all
êren	NA.Fem.Gen.Pl.*	êren	êre
gan	VVFIN.Ind.Pres.Sg.1	gân	gunnen
:	$_	:	:
dâ	AVD	dâ	dâr
gezwîfelt	VVPP	gezwîvelt	zwîvelen
nimmer	AVD	niemer	nièmer
an.>	APPR	âne	ane
der	DDART.Fem.Gen.Sg.*	der	dër
rede	NA.Fem.Gen.Sg.st	rede	rède
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
der	DDART.Masc.Nom.Sg.*	der	dër
künic	NA.Masc.Nom.Sg.st	küninc	küning
frô	ADJD.Pos	vrô	vrô
.	$_	.	.
	
zuo	APPR	zuo	ze
dem	DDART.Masc.Dat.Sg.*	dem	dër
knaben	NA.Masc.Dat.Sg.*	knaben	knabe
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
er	PPER.Masc.Nom.Sg.3	er	ër
dô	AVD	dô	dô
<	AVD	an	ane
sô	AVD	sô	sô
sagt	VVIMP.Pl.2	saget	sagen
mir	PPER.*.Dat.Sg.1	mir	ich
wie	AVW	wie	wiè
ir	PPER.*.Nom.Pl.2	ir	ir
sît	VAFIN.*.Pres.Pl.2	sît	sîn
genant	VVPP	genant	nènnen
?	$_	?	?
	
>	NE.Nom.Sg	H	In
der	DDART.Masc.Nom.Sg.*	der	dër
knabe	NA.Masc.Nom.Sg.*	knabe	knabe
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
dô	AVD	dô	dô
zehant	AVD	zehant	zehant
<	APPR	umbe	in
meleranz	NE.Nom.Sg	Meleranz	Meleranz
bin	VAFIN.Ind.Pres.Sg.1	bin	sîn
ich	PPER.*.Nom.Sg.1	ich	ich
genant	VVPP	genant	nènnen
:	$_	:	:
bî	APPR	bî	bî
dem	DDART.Masc.Dat.Sg.*	dem	dër
namen	NA.Masc.Dat.Sg.*	namen	name
bin	VAFIN.Ind.Pres.Sg.1	bin	sîn
ich	PPER.*.Nom.Sg.1	ich	ich
hie	AVD	hier	hièr
bekant.>	VVPP	bekant	bekènnen
der	DDART.Masc.Nom.Sg.*	der	dër
künc	NA.Masc.Nom.Sg.st	küninc	küning
nam	VVFIN.Ind.Past.Sg.3	nam	nëmen
in	PPER.Masc.Akk.Sg.3	in	ër
ze	APPR	ze	ze
gesinde	NA.Neut.Dat.Sg.st	gesinde	gesinde
dô	AVD	dô	dô
.	$_	.	.
	
des	DDS.Neut.Gen.Sg.*	des	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
diu	DDART.Fem.Nom.Sg.*	diu	dër
massenîe	NA.Fem.Nom.Sg.*	massenîe	massenîe
frô	ADJD.Pos	vrô	vrô
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
empfangen	VVPP	entvangen	entvâhen
minneclîch	AVD	minniclîche	minniglîche
von	APPR	von	von
der	DDART.Fem.Dat.Sg.*	der	dër
küneginne	NA.Fem.Dat.Sg.st	küninginne	küninginne
rîch	ADJD.Pos	rîche	rîche
und	KON	und	unte
von	APPR	von	von
den	DDART.*.Dat.Pl.*	den	dër
frowen	NA.Fem.Dat.Pl.*	vrouwen	vrouwe
allen	DIN.*.Dat.Pl.st	allen	all
.	$_	.	.
	
mit	APPR	mit	mit
zühten	NA.Fem.Dat.Pl.st	zühten	zuht
âne	APPR	âne	âne
schallen	NA.Neut.Akk.Sg.st	schallen	schallen
diu	DDART.Fem.Nom.Sg.*	diu	dër
massenî	NA.Fem.Nom.Sg.*	massenî	massenîe
in	PPER.Masc.Akk.Sg.3	in	ër
wol	AVD	wole	wole
empfienc	VVFIN.Ind.Past.Sg.3	entvienc	entvâhen
.	$_	.	.
	
dô	KOUS	dô	dô
der	DDART.Masc.Nom.Sg.*	der	dër
antvanc	NA.Masc.Nom.Sg.st	antvanc	antvang
ergienc	VVFIN.Ind.Past.Sg.3	ergienc	ergân
,	$_	,	,
der	DDART.Masc.Nom.Sg.*	der	dër
künc	NA.Masc.Nom.Sg.st	küninc	küning
die	DDART.*.Akk.Pl.*	die	dër
ritter	NA.Masc.Akk.Pl.st	ritter	rîtære
alle	DIN.Masc.Akk.Pl.st	alle	all
bat	VVFIN.Ind.Past.Sg.3	bat	biten
daz	KOUS	daz	dazz
si	PPER.*.Nom.Pl.3	si	ër
an	APPR	an	ane
der	DDART.Fem.Dat.Sg.*	der	dër
selben	DDA.Fem.Dat.Sg.wk	selben	sëlb
stat	NA.Fem.Dat.Sg.st	stat	stat
sich	PRF.Akk.*.*	sich	sich
des	DDART.Masc.Gen.Sg.*	des	dër
knaben	NA.Masc.Gen.Sg.*	knaben	knabe
underwunden	VVFIN.*.Past.Pl.3	underwunten	unterwinten
und	KON	und	unte
in	PPER.Masc.Akk.Sg.3	in	ër
ze	APPR	ze	ze
allen	DIA.*.Dat.Pl.st	allen	all
stunden	NA.Fem.Dat.Pl.*	stunden	stunte
wîsten	VVFIN.*.Past.Pl.3	wîsten	wîsen
unde	KON	unde	unte
lêrten	VVFIN.*.Past.Pl.3	lêrten	lêren
und	KON	und	unte
im	PPER.Masc.Dat.Sg.3	im	ër
sîn	DPOSA.Fem.Akk.Sg.*	sîn	sîn
wirde	NA.Fem.Akk.Sg.st	wirde	wirde
mêrten	VVFIN.*.Past.Pl.3	mêrten	mêren
.	$_	.	.
	
daz	DDS.Neut.Akk.Sg.*	daz	dër
lopten	VVFIN.*.Past.Pl.3	lobeten	loben
si	PPER.Masc.Nom.Pl.3	si	ër
mit	APPR	mit	mit
willen	NA.Masc.Dat.Sg.*	willen	wille
dô	AVD	dô	dô
:	$_	:	:
des	DDS.Neut.Gen.Sg.*	des	dër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
der	DDART.Masc.Nom.Sg.*	der	dër
junge	ADJA.Pos.Masc.Nom.Sg.wk	junge	jung
man	NA.Masc.Nom.Sg.st	man	mann
vil	AVD	vile	vile
frô	ADJD.Pos	vrô	vrô
.	$_	.	.
	
diu	DDART.Fem.Nom.Sg.*	diu	dër
künegîn	NA.Fem.Nom.Sg.*	küningîn	küninginne
an	APPR	an	ane
den	DDART.Masc.Akk.Sg.*	den	dër
knaben	NA.Masc.Akk.Sg.*	knaben	knabe
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
.	$_	.	.
	
zuo	APPR	zuo	ze
dem	DDART.Masc.Dat.Sg.*	dem	dër
künic	NA.Masc.Dat.Sg.st	küninge	küning
si	PPER.Fem.Nom.Sg.3	si	ër
dô	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
<artûs	NE.Nom.Sg	Artûs	Artûs
edeler	ADJA.Pos.Masc.Nom.Sg.st	edeler	èdele
künic	NA.Masc.Nom.Sg.st	küninc	küning
rîch	ADJN.Masc.Nom.Sg.*	rîche	rîche
,	$_	,	,
dir	PPER.*.Dat.Sg.2	dir	dû
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
der	DDART.Masc.Nom.Sg.*	der	dër
junge	ADJA.Pos.Masc.Nom.Sg.wk	junge	jung
man	NA.Masc.Nom.Sg.st	man	mann
gelîch	ADJD.Pos	gelîch	gelîch
:	$_	:	:
daz	DDS.Neut.Akk.Sg.*	daz	dër
habe	VAIMP.Sg.2	habe	haben
ûf	APPR	ûf	ûf
die	DDART.Fem.Akk.Sg.*	die	dër
triuwe	NA.Fem.Akk.Sg.st	triuwe	triuwe
mîn	DPOSN.Fem.Akk.Sg.wk	mîn	mîn
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
mac	VMFIN.Ind.Pres.Sg.3	mac	mügen
dir	PPER.*.Dat.Sg.2	dir	dû
wol	AVD	wole	wole
gesippet	VVPP	gesippet	gesippen
sîn	VAINF	sîn	sîn
.	$_	.	.
	
wir	PPER.*.Nom.Pl.1	wir	wir
suln	VMFIN.*.Pres.Pl.1	sulen	solen
in	PPER.Masc.Akk.Sg.3	in	ër
haben	VAINF	haben	haben
wirdeclîch.>	AVD	wirdiclîche	wirdiglîche
artûs	NE.Nom.Sg	Artûs	Artûs
der	DDART.Masc.Nom.Sg.*	der	dër
edel	ADJA.Pos.Masc.Nom.Sg.*	edel	èdele
künic	NA.Masc.Nom.Sg.st	küninc	küning
rîch	ADJN	rîche	rîche
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
frowe	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
min	DPOSN.Fem.Nom.Sg.*	mîn	mîn
,	$_	,	,
daz	KOUS	daz	dazz
sî	VAFIN.Subj.Pres.Sg.3	sî	sîn
getân.>	ADJD.Pos	getân	getân
er	PPER.Masc.Nom.Sg.3	er	ër
liez	VVFIN.Ind.Past.Sg.3	liez	lâzen
im	PPER.Masc.Dat.Sg.3	im	ër
sehs	CARDA	sehs	sëhs
knaben	NA.Masc.Akk.Pl.*	knaben	knabe
sân	AVD	sân	sân
,	$_	,	,
den	DDS.*.Dat.Pl.*	den	dër
tet	VVFIN.*.Past.Sg.3	tet	tuon
der	DDART.Masc.Nom.Sg.*	der	dër
werde	ADJA.Pos.Masc.Nom.Sg.wk	werde	wërd
künic	NA.Masc.Nom.Sg.st	küninc	küning
kunt	ADJD.Pos	kunt	kund
daz	KOUS	daz	dazz
si	PPER.*.Nom.Pl.3	si	ër
im	PPER.Masc.Dat.Sg.3	im	ër
dienten	VVFIN.*.Past.Pl.3	dienten	diènen
zaller	APPR|DIA.Fem.Dat.Sg.st	ze|aller	ze|all
stunt	NA.Fem.Dat.Sg.st	stunt	stunte
.	$_	.	.
	
dô	AVD	dô	dô
dienten	VVFIN.*.Past.Pl.3	dienten	diènen
si	PPER.*.Nom.Pl.3	si	ër
im	PPER.Masc.Dat.Sg.3	im	ër
willeclîch	AVD	williclîche	williglîche
.	$_	.	.
	
bî	APPR	bî	bî
artus	NE.Dat.Sg	Artûs	Artûs
dem	DDART.Masc.Dat.Sg.*	dem	dër
künic	NA.Masc.Dat.Sg.st	küninge	küning
rîch	ADJN.Masc.Dat.Sg.*	rîche	rîche
was	VAFIN.Ind.Past.Sg.3	was	wësen
der	DDART.Masc.Nom.Sg.*	der	dër
knabe	NA.Masc.Nom.Sg.*	knabe	knabe
wol	AVD	wole	wole
ein	DIART.Neut.Nom.Sg.*	ein	èin
jâr	NA.Neut.Nom.Sg.st	jâr	jâr
,	$_	,	,
daz	KOUS	daz	dazz
nieman	DIA.*.Nom.Sg.st	nieman	nièmannd
weste	VVFIN.*.Past.Sg.3	weste	wizzen
für	APPR	vüre	vüre
wâr	NA.Neut.Akk.Sg.st	wâr	wâr
von	APPR	von	von
welhem	DWA.Neut.Dat.Sg.st	welichem	wèlich
lande	NA.Neut.Dat.Sg.st	lande	lant
er	PPER.Masc.Nom.Sg.3	er	ër
waere	VAFIN.Subj.Past.Sg.3	wære	wësen
.	$_	.	.
	
artûs	NE.Nom.Sg	Artûs	Artûs
der	DDART.Masc.Nom.Sg.*	der	dër
