welt	VMFIN.*.Pres.Pl.2	wellt	wèllen
hete	VAFIN.*.Past.Sg.3	hæte	haben
ouch	AVD	ouch	ouch
sich	PRF.Akk.*.*	sich	sich
der	DDART.Masc.Nom.Sg.*	der	dër
künec	NA.Masc.Nom.Sg.st	küninc	küning
bereit(	ADJN.Masc.Nom.Sg.*	bereit	berèite
nû	AVD	nû	nû
hoeret	VVIMP.Pl.2	hoeret	hoèren
mich	PPER.*.Akk.Sg.1	mich	ich
)	$_	)	)
und	KON	und	unte
vierzic	CARDS.Masc.Akk.Pl.*	vierzic	vièrzig
sîner	DPOSA.*.Gen.Pl.st	sîner	sîn
man	NA.Masc.Gen.Pl.st	manne	mann
.	$_	.	.
	
einer	CARDS.Masc.Nom.Sg.st	einer	èin
vür	APPR	vür	vüre
den	DDART.Masc.Akk.Sg.*	den	dër
andern	DIS.Masc.Akk.Sg.st	andern	ander
dan	AVD	danne	danne
begunde	VVFIN.*.Past.Sg.3	begunde	beginnen
loufen	VVINF	loufen	loufen
an	APPR	an	ane
daz	DDART.Neut.Akk.Sg.*	daz	dër
tier	NA.Neut.Akk.Sg.st	tier	tièr
.	$_	.	.
	
zwâre	APPR|NA.Neut.Dat.Sg.st	ze|wâre	ze|wâr
nû	AVD	nû	nû
geloubet	VVFIN.*.Pres.Pl.2	geloubet	gelouben
ir	PPER.*.Nom.Pl.2	ir	ir
,	$_	,	,
der	DDS.*.Gen.Pl.*	der	dër
wâren	VAFIN.Ind.Past.Pl.3	wâren	wësen
drîzic	CARDS.*.Nom.Pl.*	drîzic	drîzig
schiere	AVD	schiere	schière
tôt	ADJD.Pos	tôt	tôt
.	$_	.	.
	
dô	KOUS	dô	dô
der	DDART.Masc.Nom.Sg.*	der	dër
künic	NA.Masc.Nom.Sg.st	küninc	küning
dise	DDA.Fem.Akk.Sg.*	dise	dise
nôt	NA.Fem.Akk.Sg.st	nôt	nôt
an	APPR	an	ane
sînen	DPOSA.*.Dat.Pl.st	sînen	sîn
lieben	ADJA.Pos.*.Dat.Pl.*	lieben	lièb
liuten	NA.Masc,Neut.Dat.Pl.st	liuten	liut
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
,	$_	,	,
er	PPER.Masc.Nom.Sg.3	er	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
owê	ITJ	ouwê	ouwê
und	KON	und	unte
immer	AVD	iemer	ièmer
ach	ITJ	ach	ach
!	$_	!	!
	
zwiu	APPR|PW.*.Instr.Sg.st	ze|wiu	ze|wër
bin	VAFIN.Ind.Pres.Sg.1	bin	sîn
ich	PPER.*.Nom.Sg.1	ich	ich
immermêr	AVD|AVD.Comp	iemer|mêr	ièmer|mêre
!	$_	!	!
	
>dô	AVD	<unknown>	dô
ruoft	VVFIN.*.Past.Sg.3	ruofte	rüèfen
er	PPER.Masc.Nom.Sg.3	er	ër
dar	AVD	dar	dâr
unde	KON	unde	unte
her	AVD	her	hëre
<nû	AVD	<unknown>	nû
wol	AVD	wole	wole
ûf	AVD	ûf	ûf
alle	DIS.*.Akk.Pl.st	alle	all
die	DRELS.Masc.Akk.Pl	die	dër
ich	PPER.*.Nom.Sg.1	ich	ich
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
,	$_	,	,
lât	VVIMP.Pl.2	lât	lâzen
iu	PPER.*.Dat.Pl.2	iu	ir
mîn	DPOSA.Neut.Akk.Sg.*	mîn	mîn
leit	NA.Neut.Akk.Sg.st	leit	lèid
ze	APPR	ze	ze
herzen	NA.Neut.Dat.Sg.wk	herzen	hërze
gân	VVINF	gân	gân
!	$_	!	!
	
>	FM	-	-
dise	DDA.*.Nom.Pl.*	dise	dise
kômen	VVFIN.*.Pres.Pl.3	komen	komen
mit	APPR	mit	mit
ir	DPOSA.*.Dat.Pl.*	ire	ire
bogen	NA.Masc.Dat.Pl.wk	bogen	boge
,	$_	,	,
mit	APPR	mit	mit
armbrüsten	NA.Neut.Dat.Pl.st	armbrusten	armbrust
ûf	PTKVZ	ûf	ûf
gezogen	VVPP	gezogen	zièhen
,	$_	,	,
mit	APPR	mit	mit
swerten	NA.Neut.Dat.Pl.st	swerten	swërt
und	KON	und	unte
mit	APPR	mit	mit
gêren	NA.Masc.Dat.Pl.*	gêren	gêre
:	$_	:	:
dô	AVD	dô	dô
wânten	VVFIN.*.Past.Pl.3	wânten	wænen
si	PPER.*.Nom.Pl.3	si	ër
versêren	VVINF	versêren	versêren
diz	DDA.Neut.Akk.Sg.*	diz	dise
vreislîche	ADJA.Pos.Neut.Akk.Sg.wk	vreislîche	vrèislich
kunder	NA.Neut.Akk.Sg.st	kunder	kunter
.	$_	.	.
	
dô	AVD	dô	dô
striten	VVFIN.*.Past.Pl.3	striten	strîten
si	PPER.*.Nom.Pl.3	si	ër
besunder	AVD	besunder	besunter
,	$_	,	,
dise	DDS.*.Akk.Pl.*	dise	dise
sus	AVD	sus	sus
und	KON	und	unte
jene	DDA.*.Nom.Pl.st	jene	jèner
sô	AVD	sô	sô
.	$_	.	.
	
alsô	AVD	alsô	allsô
wert	VVFIN.Ind.Pres.Sg.3	wert	wëren
daz	DDART.Neut.Nom.Sg.*	daz	dër
tier	NA.Neut.Nom.Sg.st	tier	tièr
sich	PRF.Akk.*.*	sich	sich
dô	AVD	dô	dô
des	DDART.Masc.Gen.Sg.*	des	dër
küneges	NA.Masc.Gen.Sg.st	küninges	küning
unde	KON	unde	unte
sîner	DPOSA.*.Gen.Pl.st	sîner	sîn
man	NA.Masc.Gen.Pl.st	manne	mann
.	$_	.	.
	
dem	DDART.Masc.Dat.Sg.*	dem	dër
künege	NA.Masc.Dat.Sg.st	küninge	küning
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
solche	DDA.Fem.Nom.Sg.st	soliche	solich
schande	NA.Fem.Nom.Sg.*	schande	schante
getân	VVPP	getân	tuon
,	$_	,	,
des	DRELS.Neut.Gen.Sg	des	dër
er	PPER.Masc.Nom.Sg.3	er	ër
immer	AVD	iemer	ièmer
jâmerec	ADJD.Pos	jâmeric	jâmerig
was	VAFIN.Ind.Past.Sg.3	was	wësen
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
sage	VVFIN.*.Pres.Sg.1	sage	sagen
iu	PPER.*.Dat.Pl.2	iu	ir
wâ	PAVW	wâ	wâr
von	PAVAP	von	vone
der	DDART.Masc.Nom.Sg.*	der	dër
selbe	DDS.Masc.Nom.Sg.wk	selbe	sëlb
genas	VVFIN.Ind.Past.Sg.3	genas	genësen
.	$_	.	.
	
dô	KOUS	dô	dô
der	DDART.Masc.Nom.Sg.*	der	dër
werde	ADJA.Pos.Masc.Nom.Sg.wk	werde	wërd
künec	NA.Masc.Nom.Sg.st	küninc	küning
gesach	VVFIN.Ind.Past.Sg.3	gesach	gesëhen
daz	KOUS	daz	dazz
im	PPER.Masc.Dat.Sg.3	im	ër
daz	DDART.Neut.Nom.Sg.*	daz	dër
leit	NA.Neut.Nom.Sg.st	leit	lèid
gie	VVFIN.Ind.Past.Sg.3	gie	gân
vaste	AVD	vaste	vaste
nâch	PTKVZ	nâch	nâh
,	$_	,	,
dô	AVD	dô	dô
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
er	PPER.Masc.Nom.Sg.3	er	ër
sô	AVD	sô	sô
grimmec	ADJD.Pos	grimmic	grimmig
und	KON	und	unte
ouch	AVD	ouch	ouch
sô	AVD	sô	sô
gar	AVD	gar	gare
unsinnec	ADJD.Pos	unsinnic	unsinnig
,	$_	,	,
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
sich	PRF.Akk.*.*	sich	sich
ze	APPR	ze	ze
lebene	NA.Neut.Dat.Sg.wk	lebene	lëben
gar	AVD	gar	gare
bewac	VVFIN.Ind.Past.Sg.3	bewac	bewëgen
.	$_	.	.
	
<	ITJ	âmen	âmen
ez	PPER.Neut.Nom.Sg.3	ez	ër
muoz	VMFIN.Ind.Pres.Sg.3	muoz	müèzen
ouch	AVD	ouch	ouch
sîn	VAINF	sîn	sîn
mîn	PPER.*.Gen.Sg.1	mîn	ich
endes	NA.Masc,Neut.Gen.Sg.st	endes	ènte
tac	NA.Masc.Nom.Sg.st	tac	tag
an	APPR	an	ane
dirre	DDA.Fem.Dat.Sg.*	dirre	dise
wîle	NA.Fem.Dat.Sg.st	wîle	wîle
!	$_	!	!
	
>sô	AVD	<unknown>	ièsô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
er	PPER.Masc.Nom.Sg.3	er	ër
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
zucte	VVFIN.*.Past.Sg.3	zukte	zücken
ûf	APPR	ûf	ûf
einen	DIART.Masc.Akk.Sg.st	einen	èin
scharfen	ADJA.Pos.Masc.Akk.Sg.*	scharpfen	scharpf
gêr	NA.Masc.Akk.Sg.*	gêr	gêre
und	KON	und	unte
lief	VVFIN.Ind.Past.Sg.3	lief	loufen
den	DDART.Masc.Akk.Sg.*	den	dër
starken	ADJA.Pos.Masc.Akk.Sg.*	starken	stark
wurm	NA.Masc.Akk.Sg.st	wurm	wurm
an	PTKVZ	an	ane
und	KON	und	unte
traf	VVFIN.Ind.Past.Sg.3	traf	trëffen
in	PPER.Masc.Akk.Sg.3	in	ër
,	$_	,	,
als	KO*	als	allsô
er	PPER.Masc.Nom.Sg.3	er	ër
sich	PRF.Akk.*.*	sich	sich
versan	VVFIN.Ind.Past.Sg.3	versan	versinnen
,	$_	,	,
in	PPER.Masc.Akk.Sg.3	in	ër
zuo	APPR	zuo	ze
dem	DDART.Masc.Dat.Sg.*	dem	dër
halse	NA.Masc.Dat.Sg.st	halse	hals
und	KON	und	unte
in	APPR	in	in
den	DDART.Masc.Akk.Sg.*	den	dër
lîp	NA.Masc.Akk.Sg.st	lîp	lîb
.	$_	.	.
	
<	KOUS	ob	êr
ich	PPER.*.Nom.Sg.1	ich	ich
geriche	VVFIN.Ind.Pres.Sg.1	geriche	gerëchen
hiute	AVD	hiute	hiute
manic	DIA.Neut.Akk.Sg.*	manic	manig
wîp	NA.Neut.Akk.Sg.st	wîp	wîb
an	APPR	an	ane
dir	PPER.*.Dat.Sg.2	dir	dû
,	$_	,	,
der	DRELS.Fem.Dat.Sg	der	dër
dû	PPER.*.Nom.Sg.2	dû	dû
hâst	VAFIN.*.Pres.Sg.2	hâst	haben
leit	NA.Neut.Akk.Sg.st	leit	lèid
getân	VVPP	getân	tuon
.	$_	.	.
	
diewîle	KOUS	die_wîle	diè_wîle
ich	PPER.*.Nom.Sg.1	ich	ich
daz	DDART.Neut.Akk.Sg.*	daz	dër
leben	NA.Neut.Akk.Sg.st	leben	lëben
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
,	$_	,	,
so	AVD	sô	sô
begibe	VVFIN.Ind.Pres.Sg.1	begibe	begëben
ich	PPER.*.Nom.Sg.1	ich	ich
dich	PPER.*.Akk.Sg.2	dich	dû
tâlanc	AVD	tâlanc	tagelang
niht	PTKNEG	niht	niht
,	$_	,	,
swaz	PG.Neut.Nom.Sg.st	swaz	swër
mir	PPER.*.Dat.Sg.1	mir	ich
halt	AVD	halt	halt
von	APPR	von	von
dir	PPER.*.Dat.Sg.2	dir	dû
geschiht.>	VVFIN.Ind.Past.Sg.3	geschich	geschëhen
der	DDART.Masc.Nom.Sg.*	der	dër
stich	NA.Masc.Nom.Sg.st	stich	stich
daz	DDART.Neut.Akk.Sg.*	daz	dër
starke	ADJA.Pos.Neut.Akk.Sg.wk	starke	stark
kunder	NA.Neut.Akk.Sg.st	kunder	kunter
entwelte	PTKNEG|VVFIN.*.Past.Sg.3	en|twelte	ne|twèllen
sô	AVD	sô	sô
besunder	AVD	besunder	besunter
,	$_	,	,
daz	KOUS	daz	dazz
ez	PPER.Neut.Nom.Sg.3	ez	ër
vor	APPR	vore	vore
grimme	NA.Masc.Dat.Sg.st	grimme	grimm
begunde	VVFIN.*.Past.Sg.3	begunde	beginnen
holen	VVINF	holen	holen
ûf	PTKVZ	ûf	ûf
von	APPR	von	von
grunde	NA.Masc.Dat.Sg.st	grunde	grunt
ein	DIART	ein	èin
stimme	NA.Fem.Akk.Sg.st	stimme	stimme
sô	AVD	sô	sô
vreislîch	ADJA.Pos	vreislich	vrèislich
,	$_	,	,
dâ	PAVD	dâ	dâr
von	PAVAP	von	vone
der	DDART.Masc.Nom.Sg.*	der	dër
edel	ADJA.Pos.Masc.Nom.Sg.*	edel	èdele
künic	NA.Masc.Nom.Sg.st	küninc	küning
rîch	ADJN	rîche	rîche
vil	AVD	vile	vile
nâch	AVD	nâch	nâh
den	DDART.Masc.Akk.Sg.*	den	dër
tôt	NA.Masc.Akk.Sg.st	tôt	tôd
haete	VAFIN.*.Past.Sg.3	hæte	haben
genomen	VVPP	genomen	nëmen
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
wurm	NA.Masc.Nom.Sg.st	wurm	wurm
was	VAFIN.Ind.Past.Sg.3	was	wësen
an	APPR	an	ane
in	PPER.Masc.Akk.Sg.3	in	ër
komen	VVPP	komen	komen
mit	APPR	mit	mit
einem	DIART.Masc.Dat.Sg.st	einem	èin
stanke	NA.Masc.Dat.Sg.st	stanke	stank
den	DRELS.Masc.Akk.Sg	den	dër
er	PPER.Masc.Nom.Sg.3	er	ër
blies	VVFIN.Ind.Past.Sg.3	blies	blâsen
.	$_	.	.
	
diu	DDART.Fem.Nom.Sg.*	diu	dër
brünne	NA.Fem.Nom.Sg.*	brünne	brünne
zunt	VVFIN.*.Past.Sg.3	zunte	zünten
sich	PRF.Akk.*.*	sich	sich
als	KO*	als	allsô
ein	DIART	ein	èin
mies	NA.Neut.Nom.Sg.st	mies	miès
.	$_	.	.
	
dô	AVD	dô	dô
muost	VMFIN.*.Past.Sg.3	muoste	müèzen
der	DDART.Masc.Nom.Sg.*	der	dër
strîtmüede	ADJA.Pos.Masc.Nom.Sg.wk	strîtmüede	strîtmüède
man	NA.Masc.Nom.Sg.st	man	mann
durch	APPR	durch	durh
lîbes	NA.Masc.Gen.Sg.st	lîbes	lîb
nôt	NA.Fem.Akk.Sg.st	nôt	nôt
scheiden	VVINF	scheiden	schèiden
dan	AVD	danne	danne
,	$_	,	,
er	PPER.Masc.Nom.Sg.3	er	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
worden	VAPP	worden	wërden
âne	APPR	âne	âne
wer	NA.Fem.Akk.Sg.st	wer	wère
:	$_	:	:
er	PPER.Masc.Nom.Sg.3	er	ër
sanct	VVFIN.Ind.Past.Sg.3	sankte	sèngen
sich	PRF.Akk.*.*	sich	sich
nider	PTKVZ	nider	nidere
in	APPR	in	in
daz	DDART.Neut.Akk.Sg.*	daz	dër
mer	NA.Neut.Akk.Sg.st	mer	mère
.	$_	.	.
	
dô	KOUS	dô	dô
er	PPER.Masc.Nom.Sg.3	er	ër
erkuolt	VVFIN.*.Past.Sg.3	erquolte	erquèlen
ein	DIART.Masc,Neut.Akk.Sg.*	ein	èin
teil	NA.Neut.Akk.Sg.st	teil	tèil
,	$_	,	,
dô	AVD	dô	dô
wolt	VMFIN.*.Past.Sg.3	wolte	wèllen
er	PPER.Masc.Nom.Sg.3	er	ër
versuochen	VVINF	versuochen	versuochen
aber	AVD	aber	aber
sîn	DPOSA.Neut.Akk.Sg.*	sîn	sîn
heil	NA.Neut.Akk.Sg.st	heil	hèil
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
stuont	VVFIN.Ind.Past.Sg.3	stuont	stân
ûf	PTKVZ	ûf	ûf
unde	KON	unde	unte
huop	VVFIN.Ind.Past.Sg.3	huop	hèben
sich	PRF.Akk.*.*	sich	sich
dan	AVD	danne	danne
und	KON	und	unte
lief	VVFIN.Ind.Past.Sg.3	lief	loufen
sô	AVD	sô	sô
grimmeclîchen	AVD	grimmiclîchen	grimmiglîche
an	APPR	an	ane
disen	DDA.Masc.Akk.Sg.*	disen	dise
vreislîchen	ADJA.Pos.Masc.Akk.Sg.*	vreislîchen	vrèislich
wurm	NA.Masc.Akk.Sg.st	wurm	wurm
.	$_	.	.
	
sich	PRF.Akk.*.*	sich	sich
huop	VVFIN.Ind.Past.Sg.3	huop	hèben
zwischen	APPR	zwischen	zwischen
in	PPER.*.Dat.Pl.3	in	ër
ein	DIART	ein	èin
sturm	NA.Masc.Nom.Sg.st	sturm	sturm
sô	AVD	sô	sô
starc	ADJN	starc	stark
und	KON	und	unte
sô	AVD	sô	sô
herte	ADJD.Pos	herte	hèrte
.	$_	.	.
	
manic	DIA.Neut.Akk.Sg.*	manic	manig
swinde	ADJA.Pos.Neut.Akk.Sg.wk	swinde	swinde
geverte	NA.Neut.Akk.Sg.st	geverte	gevèrte
tribens	VVFIN.*.Past.Pl.3|PPER.Masc.Nom.Pl.3	triben|si	trîben|ër
zwischen	APPR	zwischen	zwischen
in	PPER.*.Dat.Pl.3	in	ër
entwer	AVD	entwer	indwërh
,	$_	,	,
der	DDART.Masc.Nom.Sg.*	der	dër
man	NA.Masc.Nom.Sg.st	man	mann
in	PPER.Masc.Akk.Sg.3	in	ër
hin	AVD	hin	hine
,	$_	,	,
der	DDART.Masc.Nom.Sg.*	der	dër
wurm	NA.Masc.Nom.Sg.st	wurm	wurm
in	PPER.Masc.Akk.Sg.3	in	ër
her	AVD	her	hëre
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
werte	VVFIN.*.Past.Sg.3	werte	wèren
sich	PRF.Akk.*.*	sich	sich
als	KO*	als	allsô
ein	DIART	ein	èin
man	NA.Masc.Nom.Sg.st	man	mann
,	$_	,	,
der	DRELS.Masc.Nom.Sg	der	dër
gerne	AVD	gerne	gërne
wil	VMFIN.Ind.Pres.Sg.3	wile	wèllen
sîn	DPOSA	sîn	sîn
leben	NA.Masc,Neut.Akk.Sg.st	leben	lëben
hân	VAINF	hân	haben
.	$_	.	.
	
alsô	AVD	alsô	allsô
lange	AVD	lange	lange
werte	VVFIN.*.Past.Sg.3	werte	wèren
der	DDART.Masc.Nom.Sg.*	der	dër
strît	NA.Masc.Nom.Sg.st	strît	strît
unz	AVD	unz	unze
über	APPR	über	über
vruoimbiz	ADJA.Pos.Neut.Akk.Sg.st	vruomissez	vruoimbîz
zît	NA.Neut.Akk.Sg.st	zît	zît
.	$_	.	.
	
daz	DDART.Neut.Nom.Sg.*	daz	dër
kunder	NA.Neut.Nom.Sg.st	kunder	kunter
sich	PRF.Akk.*.*	sich	sich
vaste	AVD	vaste	vaste
werte	VVFIN.*.Past.Sg.3	werte	wèren
,	$_	,	,
den	DRELS.*.Dat.Pl	den	dër
man	PI.*.Nom.Sg.st	man	man
ez	PPER.Neut.Akk.Sg.3	ez	ër
dicke	AVD	dicke	dicke
entwerte	VVFIN.*.Past.Sg.3	entwerte	entwëren
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
vil	AVD	vile	vile
oft	AVD	ofte	ofte
umbe	APPR	umbe	umbe
sîn	DPOSA.Masc,Neut.Akk.Sg.*	sîn	sîn
leben	NA.Masc,Neut.Akk.Sg.st	leben	lëben
niht	PTKNEG	niht	niht
einen	CARDA.Masc.Akk.Sg.st	einen	èin
pfenninc	NA.Masc.Akk.Sg.st	pfenninc	pfènning
hete	VAFIN.*.Past.Sg.3	hæte	haben
gegeben	VVPP	gegeben	gëben
.	$_	.	.
	
ouch	AVD	ouch	ouch
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
ich	PPER.*.Nom.Sg.1	ich	ich
daz	DDS.Neut.Akk.Sg.*	daz	dër
wol	AVD	wole	wole
vernomen	VVPP	vernomen	vernëmen
,	$_	,	,
im	PPER.Masc.Dat.Sg.3	im	ër
waern	VAFIN.Subj.Past.Pl.3	wærn	wësen
die	DDART.*.Nom.Pl.*	die	dër
sînen	DPOSS.*.Nom.Pl.wk	sînen	sîn
gern	AVD	gerne	gërne
zuo	PTKVZ	zuo	zuo
komen	VVPP	komen	komen
:	$_	:	:
des	DDS.Neut.Gen.Sg.*	des	dër
wolt	VMFIN.*.Past.Sg.3	wolte	wèllen
er	PPER.Masc.Nom.Sg.3	er	ër
in	PPER.*.Dat.Pl.3	in	ër
gestaten	VVINF	gestaten	gestaten
nie	AVD	nie	niè
.	$_	.	.
	
mit	APPR	mit	mit
dem	DDART.Masc.Dat.Sg.*	dem	dër
vâlande	NA.Masc.Dat.Sg.st	vâlande	vâlant
er	PPER.Masc.Nom.Sg.3	er	ër
umbe	PTKVZ	umbe	umbe
gie	VVFIN.Ind.Past.Sg.3	gie	gân
wol	AVD	wole	wole
unz	AVD	unz	unze
über	APPR	über	über
mitten	ADJA.Pos.Masc.Akk.Sg.*	mitten	mitte
tac	NA.Masc.Akk.Sg.st	tac	tag
.	$_	.	.
	
einen	DIART.Masc.Akk.Sg.st	einen	èin
slac	NA.Masc.Akk.Sg.st	slac	slag
er	PPER.Masc.Nom.Sg.3	er	ër
mit	APPR	mit	mit
creften	NA.Fem.Dat.Pl.st	kreften	kraft
wac	VVFIN.Ind.Past.Sg.3	wac	wëgen
dem	DDART.Masc.Dat.Sg.*	dem	dër
starken	ADJA.Pos.Masc.Dat.Sg.wk	starken	stark
wurm	NA.Masc.Dat.Sg.st	wurme	wurm
ûf	APPR	ûf	ûf
sînen	DPOSA.Masc.Akk.Sg.st	sînen	sîn
gebel	NA.Masc.Akk.Sg.st	gebel	gëbel
,	$_	,	,
daz	KOUS	daz	dazz
ein	DIART	ein	èin
viur	NA.Neut.Nom.Sg.st	viur	viur
unde	KON	unde	unte
ein	DIART	ein	èin
nebel	NA.Masc.Nom.Sg.st	nebel	nëbel
ûz	PTKVZ	ûz	ûz
dâ	AVD	dâ	dâr
ze	APPR	ze	ze
sînem	DPOSA.Masc.Dat.Sg.st	sînem	sîn
giele	NA.Masc.Dat.Sg.st	giele	gièl
spranc	VVFIN.Ind.Past.Sg.3	spranc	springen
,	$_	,	,
daz	KOUS	daz	dazz
ez	PPER.Neut.Nom.Sg.3	ez	ër
mit	APPR	mit	mit
dem	DDART.Masc.Dat.Sg.*	dem	dër
tôde	NA.Masc.Dat.Sg.st	tôde	tôd
ranc	VVFIN.Ind.Past.Sg.3	ranc	ringen
.	$_	.	.
	
ez	PPER.Neut.Nom.Sg.3	ez	ër
begunde	VVFIN.*.Past.Sg.3	begunde	beginnen
von	APPR	von	von
im	PPER.Masc.Dat.Sg.3	im	ër
kêren	VVINF	kêren	kêren
dan	AVD	danne	danne
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
ez	PPER.Neut.Akk.Sg.3	ez	ër
vil	AVD	vile	vile
unverre	AVD	unverre	unvërre
gân	VVINF	gân	gân
unz	KOUS	unz	unze
ein	DIART	ein	èin
stimme	NA.Fem.Nom.Sg.*	stimme	stimme
von	APPR	von	von
im	PPER.Masc.Dat.Sg.3	im	ër
brast	VVFIN.Ind.Past.Sg.3	brast	brësten
,	$_	,	,
daz	DRELS.Neut.Nom.Sg	daz	dër
ab	APPR	ab	abe
den	DDART.*.Dat.Pl.*	den	dër
boumen	NA.Masc.Dat.Pl.st	boumen	boum
loup	ADJD.Pos	loup	loub
unt	KON	und	unte
ast	NA.Masc.Nom.Sg.st	ast	ast
muoste	VMFIN.*.Past.Sg.3	muoste	müèzen
vallen	VVINF	vallen	vallen
,	$_	,	,
dô	KOUS	dô	dô
daz	DDART.Neut.Nom.Sg.*	daz	dër
tier	NA.Neut.Nom.Sg.st	tier	tièr
erstarp	VVFIN.Ind.Past.Sg.3	erstarp	erstërben
,	$_	,	,
daz	DDS.Neut.Akk.Sg.*	daz	dër
geloubet	VVIMP.Pl.2	geloubet	gelouben
mir	PPER.*.Dat.Sg.1	mir	ich
.	$_	.	.
	
dietwart	NE.Nom.Sg	Dietwart	Diètwart
der	DDART.Masc.Nom.Sg.*	der	dër
werde	ADJA.Pos.Masc.Nom.Sg.wk	werde	wërd
degen	NA.Masc.Nom.Sg.st	degen	dëgen
hete	VAFIN.*.Past.Sg.3	hæte	haben
sich	PRF.Akk.*.*	sich	sich
sô	AVD	sô	sô
gar	AVD	gar	gare
erwegen	VVPP	erwegen	erwëgen
mit	APPR	mit	mit
vehten	NA.Neut.Dat.Sg.st	vehtenne	vëhten
an	APPR	an	ane
dem	DDART.Masc.Dat.Sg.*	dem	dër
wurme	NA.Masc.Dat.Sg.st	wurme	wurm
,	$_	,	,
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
nâch	APPR	nâch	nâh
dem	DDART.Masc.Dat.Sg.*	dem	dër
sturme	NA.Masc.Dat.Sg.st	sturme	sturm
nider	PTKVZ	nider	nidere
seic	VVFIN.Ind.Past.Sg.3	seic	sîgen
ûf	APPR	ûf	ûf
daz	DDART.Neut.Akk.Sg.*	daz	dër
gras	NA.Neut.Akk.Sg.st	gras	gras
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
enwiste	PTKNEG|VVFIN.*.Past.Sg.3	en|wiste	ne|wizzen
selb	DDD.Masc.Nom.Sg.wk	selp	sëlb
niht	PTKNEG	niht	niht
wie	AVW	wie	wiè
im	PPER.Masc.Dat.Sg.3	im	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
.	$_	.	.
	
die	DDART.*.Nom.Pl.*	die	dër
sînen	DPOSS.*.Nom.Pl.wk	sînen	sîn
stuonden	VVFIN.*.Past.Pl.3	stuonden	stân
über	APPR	über	über
in	PPER.Masc.Akk.Sg.3	in	ër
,	$_	,	,
si	PPER.*.Nom.Pl.3	si	ër
sâhen	VVFIN.Ind.Past.Pl.3	sâhen	sëhen
in	PPER.Masc.Akk.Sg.3	in	ër
sô	AVD	sô	sô
gar	AVD	gar	gare
âne	APPR	âne	âne
sin	NA.Masc.Akk.Sg.st	sin	sinn
unde	KON	unde	unte
ouch	AVD	ouch	ouch
âne	APPR	âne	âne
witze	NA.Fem.Akk.Sg.st	witze	witze
ligen	VVINF	ligen	ligen
:	$_	:	:
si	PPER.*.Nom.Pl.3	si	ër
heten	VAFIN.*.Past.Pl.3	hæten	haben
sich	PRF.Akk.*.*	sich	sich
sîn	PPER.Masc.Gen.Sg.3	sîn	ër
vil	AVD	vile	vile
gar	AVD	gar	gare
verzigen	VVPP	verzigen	verzîhen
,	$_	,	,
si	PPER.*.Nom.Pl.3	si	ër
wânden	VVFIN.*.Past.Pl.3	wânten	wænen
des	DDS.Neut.Gen.Sg.*	des	dër
,	$_	,	,
ez	PPER.Neut.Nom.Sg.3	ez	ër
waer	VAFIN.Subj.Past.Sg.3	wær	wësen
sîn	DPOSA	sîn	sîn
tôt	NA.Masc.Nom.Sg.st	tôt	tôd
.	$_	.	.
	
si	PPER.*.Nom.Pl.3	si	ër
nâmen	VVFIN.Ind.Past.Pl.3	nâmen	nëmen
in	PPER.Masc.Akk.Sg.3	in	ër
mit	APPR	mit	mit
dirre	DDA.Fem.Dat.Sg.*	dirre	dise
nôt	NA.Fem.Dat.Sg.st	nôt	nôt
und	KON	und	unte
truogn	VVFIN.*.Past.Pl.3	truogen	<unknown>
in	PPER.Masc.Akk.Sg.3	in	ër
an	APPR	an	ane
ir	DPOSA	ire	ire
schif	NA.Neut.Akk.Sg.st	schif	schiff
dan	AVD	danne	danne
.	$_	.	.
	
die	DDART.*.Akk.Pl.*	die	dër
segel	NA.Masc.Akk.Pl.st	segel	sëgel
zoch	VVFIN.Ind.Past.Sg.3	zôch	zièhen
der	DDART.Masc.Nom.Sg.*	der	dër
schifman	NA.Masc.Nom.Sg.st	schifman	schiffmann
wider	AVD	wider	widere
ûf	PTKVZ	ûf	ûf
alsam	KO*	alsam	allsame
ê.	KOUS	êr	êr
