gedaehte	VVFIN.Subj.Past.Sg.3	gedæhte	gedènken
wolte	VMFIN.*.Past.Sg.3	wolte	wèllen
sin	VAINF	sîn	sîn
:	$_	:	:
manc	DIA.Neut.Akk.Sg.*	manig	manig
wunneclich	ADJA.Pos	wünniclich	wünniglich
schapelekin	NA.Neut.Akk.Sg.st	schapellekîn	schapëllekîn
von	APPR	von	von
bluomen	NA.Fem,Masc.Dat.Pl.*	bluomen	bluome
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
man	PI.*.Nom.Sg.st	man	man
an	APPR	an	ane
der	DDART.Fem.Dat.Sg.*	der	dër
schar	NA.Fem.Dat.Sg.st	schar	schare
,	$_	,	,
diu	DRELS.Fem.Nom.Sg	diu	dër
erm	PPER.Masc.Nom.Sg.3|PPER.Masc.Dat.Sg.3	er|im	ër|ër
ze	APPR	ze	ze
stiure	NA.Fem.Dat.Sg.st	stiure	stiure
brahte	VVFIN.Ind.Past.Sg.3	brâhte	bringen
dar	AVD	dar	dâr
.	$_	.	.
	
in	APPR	in	in
dirre	DDA.Fem.Dat.Sg.*	dirre	dise
süezen	ADJA.Pos.Fem.Dat.Sg.wk	süezen	süèze
sumercraft	NA.Fem.Dat.Sg.st	sumerkraft	sumerkraft
huop	VVFIN.Ind.Past.Sg.3	huop	hèben
sich	PRF.Akk.*.*	sich	sich
ein	DIART	ein	èin
süeziu	ADJA.Pos.Fem.Nom.Sg.st	süeziu	süèze
ritterschaft	NA.Fem.Nom.Sg.st	ritterschaft	rîtæreschaft
:	$_	:	:
diu	DDART.Fem.Nom.Sg.*	diu	dër
schar	NA.Fem.Nom.Sg.*	schar	schare
sich	PRF.Akk.*.*	sich	sich
da	AVD	dâ	dâr
dicke	AVD	dicke	dicke
underwar	VVFIN.Ind.Past.Sg.3	underwar	unterwërren
;	$_	;	;
si	PPER.*.Nom.Pl.3	si	ër
zogeten	VVFIN.*.Past.Pl.3	zogeten	zogen
sich	PRF.Akk.*.*	sich	sich
her	AVD	her	hëre
unde	KON	unde	unte
dar	AVD	dar	dâr
und	KON	und	unte
triben	VVFIN.*.Past.Pl.3	triben	trîben
des	DDS.Neut.Gen.Sg.*	des	dër
vil	NA.Neut.Akk.Sg.st	vile	vile
und	KON	und	unte
so	AVD	sô	sô
genuoc	AVD	genuoc	genuoge
,	$_	,	,
biz	KOUS	biz	biz
sich	PRF.Akk.*.*	sich	sich
der	DDART.Masc.Nom.Sg.*	der	dër
buhurt	NA.Masc.Nom.Sg.st	bûhurt	bûhurt
do	AVD	dô	dô
getruoc	VVFIN.Ind.Past.Sg.3	getruoc	getragen
,	$_	,	,
da	AVD	dâ	dâr
blanscheflur	NE.Nom.Sg	Blanscheflûr	Blanscheflûr
diu	DDART.Fem.Nom.Sg.*	diu	dër
werde	ADJA.Pos.Fem.Nom.Sg.wk	werde	wërd
,	$_	,	,
ein	DIART	ein	èin
wunder	NA.Neut.Nom.Sg.st	wunder	wunter
uf	APPR	ûf	ûf
der	DDART.Fem.Dat.Sg.*	der	dër
erde	NA.Fem.Dat.Sg.st	erde	ërde
,	$_	,	,
und	KON	und	unte
manc	DIA	manic	manig
ander	DIA	ander	ander
schoeniu	ADJA.Pos.Fem.Nom.Sg.st	schoeniu	schoène
vrouwe	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
sazen	VVFIN.Ind.Past.Pl.3	sâzen	sitzen
an	APPR	an	ane
ir	DPOSA	ire	ire
schouwe	NA.Fem.Dat.Sg.st	schouwe	schouwe
;	$_	;	;
wan	KO*	wan	wante
dise	DDS.*.Nom.Pl.*	dise	dise
die	DDS.*.Nom.Pl.*	die	dër
riten	VVFIN.*.Past.Pl.3	riten	rîten
so	AVD	sô	sô
riche	AVD	rîche	rîche
,	$_	,	,
so	AVD	sô	sô
rehte	AVD	rehte	rëhte
keiserliche	AVD	keiserlîche	kèiserlîche
,	$_	,	,
daz	KOUS	daz	dazz
ez	PPER.Neut.Akk.Sg.3	ez	ër
manic	DIA.Neut.Akk.Sg.*	manic	manig
ouge	NA.Neut.Akk.Sg.wk	ouge	ouge
gerne	AVD	gerne	gërne
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
.	$_	.	.
	
swaz	PG.Neut.Nom.Sg.st	swaz	swër
aber	AVD	aber	aber
von	APPR	von	von
ieman	DIA.*.Dat.Sg.st	iemanne	ièmannd
da	AVD	dâ	dâr
geschach	VVFIN.Ind.Past.Sg.3	geschach	geschëhen
,	$_	,	,
so	AVD	sô	sô
was	VAFIN.Ind.Past.Sg.3	was	wësen
der	DDART.Masc.Nom.Sg.*	der	dër
höfsche	ADJA.Pos.Masc.Nom.Sg.wk	hövische	hövisch
riwalin	NE.Nom.Sg	Riwalîn	Riwalîn
und	KON	und	unte
muose	VMFIN.*.Past.Sg.3	muose	müèzen
ez	PPER.Neut.Akk.Sg.3	ez	ër
ouch	AVD	ouch	ouch
binamen	AVD	bînamen	bînamen
sin	VAINF	sîn	sîn
,	$_	,	,
der	DRELS.Masc.Nom.Sg	der	dër
ez	PPER.Neut.Akk.Sg.3	ez	ër
des	DDART.Masc.Gen.Sg.*	des	dër
tages	NA.Masc.Gen.Sg.st	tages	tag
und	KON	und	unte
an	APPR	an	ane
der	DDART.Fem.Dat.Sg.*	der	dër
stete	NA.Fem.Dat.Sg.st	stete	stat
ze	APPR	ze	ze
wunsche	NA.Masc.Dat.Sg.st	wunsche	wunsch
vor	APPR	vore	vore
in	PPER.*.Dat.Pl.3	in	ër
allen	DIA.*.Dat.Pl.st	allen	all
tete	VVFIN.*.Past.Sg.3	tete	tuon
.	$_	.	.
	
ouch	KO*	ouch	ouch
namen	VVFIN.Ind.Past.Pl.3	nâmen	nëmen
sin	PPER.Masc.Gen.Sg.3	sîn	ër
die	DDART.*.Nom.Pl.*	die	dër
vrouwen	NA.Fem.Nom.Pl.st	vrouwen	vrouwe
war	NA.Fem.Akk.Sg.st	war	ware
und	KON	und	unte
jahen	VVFIN.Ind.Past.Pl.3	jâhen	jëhen
des	DDS.Neut.Gen.Sg.*	des	dër
,	$_	,	,
daz	KOUS	daz	dazz
in	APPR	in	in
der	DDART.Fem.Dat.Sg.*	der	dër
schar	NA.Fem.Dat.Sg.st	schar	schare
nieman	DIA.*.Nom.Sg.st	nieman	nièmannd
nach	APPR	nâch	nâh
ritterlichem	ADJA.Pos.Masc.Dat.Sg.st	rîtærlîchem	rîtærelich
site	NA.Masc.Dat.Sg.*	site	site
also	AVD	alsô	allsô
behendeclichen	AVD	behenticlîchen	behèntiglîche
rite	VVFIN.Subj.Past.Sg.3	rite	rîten
,	$_	,	,
und	KON	und	unte
lobeten	VVFIN.Ind.Past.Pl.3	lobeten	loben
elliu	DIA.Neut.Akk.Pl.st	alliu	all
siniu	DPOSA.Neut.Nom.Pl.st	sîniu	sîn
dinc	NA.Neut.Nom.Pl.st	dinc	ding
.	$_	.	.
	
<seht>	ADJD.Pos	<unknown>	<unknown>
sprachen	VVFIN.Ind.Past.Pl.3	sprâchen	sprëchen
si<	PPER.*.Nom.Pl.3|PPER.Neut.Akk.Sg.3	si|ez	ër|ër
der	DDART.Masc.Nom.Sg.*	der	dër
jungelinc	NA.Masc.Nom.Sg.st	jungelinc	jungeling
der	DDS.Masc.Nom.Sg.*	der	dër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
ein	DIART	ein	èin
saeliger	ADJA.Pos.Masc.Nom.Sg.st	sæliger	sælig
man	NA.Masc.Nom.Sg.st	man	mann
:	$_	:	:
wie	AVW	wie	wiè
saelecliche	AVD	sæliclîche	sæliglîche
stet	VVFIN.Ind.Pres.Sg.3	stêt	stân
im	PPER.Masc.Dat.Sg.3	im	ër
an	APPR	an	ane
allez	DIA.Neut.Akk.Sg.st	allez	all
daz	DDS.Neut.Nom.Sg.*	daz	dër
,	$_	,	,
daz	DRELS.Neut.Akk.Sg	daz	dër
er	PPER.Masc.Nom.Sg.3	er	ër
begat	VVFIN.Ind.Pres.Sg.3	begât	begân
!	$_	!	!
	
wie	AVW	wie	wiè
gar	AVD	gar	gare
sin	DPOSA	sîn	sîn
lip	NA.Masc.Nom.Sg.st	lîp	lîb
ze	APPR	ze	ze
wunsche	NA.Masc.Dat.Sg.st	wunsche	wunsch
stat	VVFIN.Ind.Pres.Sg.3	stât	stân
!	$_	!	!
	
wie	AVW	wie	wiè
gant	VVFIN.Ind.Pres.Pl.3	gânt	gân
im	PPER.Masc.Dat.Sg.3	im	ër
so	AVD	sô	sô
geliche	AVD	gelîche	gelîche
in	APPR	in	in
ein	APPR	in	in
diu	DDART.Neut.Nom.Pl.*	diu	dër
siniu	DPOSA.Neut.Nom.Pl.st	sîniu	sîn
keiserlichen	ADJA.Pos.*.Nom.Pl.wk	keiserlîchen	kèiserlich
bein	NA.Neut.Nom.Pl.st	bein	bèin
!	$_	!	!
	
wie	AVW	wie	wiè
rehte	AVD	rehte	rëhte
sin	DPOSA	sîn	sîn
schilt	NA.Masc.Nom.Sg.st	schilt	schilt
zaller	APPR|DIA.Fem.Dat.Sg.st	ze|aller	ze|all
zit	NA.Fem.Dat.Sg.st	zît	zît
an	APPR	an	ane
siner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
stat	NA.Fem.Dat.Sg.st	stat	stat
gelimet	VVPP	gelimmet	limmen
lit	VVFIN.Ind.Pres.Sg.3	lît	ligen
!	$_	!	!
	
wie	AVW	wie	wiè
zimet	VVFIN.Ind.Pres.Sg.3	zimet	zëmen
der	DDART.Masc.Nom.Sg.*	der	dër
schaft	NA.Masc.Nom.Sg.st	schaft	schaft
in	APPR	in	in
siner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
hant	NA.Fem.Dat.Sg.st	hant	hant
!	$_	!	!
	
wie	AVW	wie	wiè
wol	AVD	wole	wole
stat	VVFIN.Ind.Pres.Sg.3	stât	stân
allez	DIA.Neut.Nom.Sg.st	allez	all
sin	DPOSA	sîn	sîn
gewant	NA.Neut.Nom.Sg.st	gewant	gewant
!	$_	!	!
	
wie	AVW	wie	wiè
stat	VVFIN.Ind.Pres.Sg.3	stât	stân
sin	DPOSA	sîn	sîn
houbet	NA.Neut.Nom.Sg.st	houbet	houbet
und	KON	und	unte
sin	DPOSA	sîn	sîn
har	NA.Neut.Nom.Sg.st	hâr	hâr
!	$_	!	!
	
wie	AVW	wie	wiè
süeze	ADJD.Pos	süeze	süèze
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
aller	DIA.*.Gen.Pl.st	aller	all
sin	NA.Masc.Nom.Sg.st	sin	sinn
gebar	VVFIN.Ind.Past.Sg.3	gebar	gebëren
!	$_	!	!
	
wie	AVW	wie	wiè
saelecliche	AVD	sæliclîche	sæliglîche
stat	VVFIN.Ind.Pres.Sg.3	stât	stân
sin	DPOSA	sîn	sîn
lip	NA.Masc.Nom.Sg.st	lîp	lîb
!	$_	!	!
	
o	ITJ	ô	ô
wol	AVD	wole	wole
si	PPER.Fem.Nom.Sg.3	si	ër
saeligez	ADJA.Pos.Neut.Nom.Sg.st	sæligez	sælig
wip	NA.Neut.Nom.Sg.st	wîp	wîb
,	$_	,	,
der	DDART.Fem.Gen.Sg.*	der	dër
vröude	NA.Fem.Gen.Sg.st	vröuwede	vröuwede
an	APPR	an	ane
ime	PPER.Masc.Dat.Sg.3	ime	ër
beliben	VVINF	belîben	belîben
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
!	$_	!	!
	
>nu	AVD	<unknown>	nû
marcte	VVFIN.*.Past.Sg.3	markte	mèrken
ir	PPER.*.Gen.Pl.3	ir	ër
aller	DID.*.Gen.Pl.st	aller	all
maere	NA.Fem,Neut.Akk.Sg.st	mære	mære
wol	AVD	wole	wole
blanscheflur	NE.Nom.Sg	Blanscheflûr	Blanscheflûr
diu	DDART.Fem.Nom.Sg.*	diu	dër
guote	ADJA.Pos.Fem.Nom.Sg.wk	guote	guot
,	$_	,	,
wan	KO*	wan	wante
sin	PPER.Masc.Gen.Sg.3	sîn	ër
ouch	AVD	ouch	ouch
in	APPR	in	in
ir	DPOSA	ire	ire
muote	NA.Masc,Neut.Dat.Sg.st	muote	muot
,	$_	,	,
swaz	PG.Neut.Akk.Sg.st	swaz	swër
ir	PPER.*.Gen.Pl.3	ir	ër
dekeiniu	DIS.Fem.Nom.Sg.st	decheiniu	dehèin
taete	VVFIN.Subj.Past.Sg.3	tæte	tuon
,	$_	,	,
ze	APPR	ze	ze
hohem	ADJA.Pos.Masc.Dat.Sg.st	hôhem	hôh
werde	NA.Masc,Neut.Dat.Sg.st	werde	wërd
haete	VAFIN.*.Past.Sg.3	hæte	haben
;	$_	;	;
si	PPER.Fem.Nom.Sg.3	si	ër
haete	VAFIN.*.Past.Sg.3	hæte	haben
in	PPER.Masc.Akk.Sg.3	in	ër
in	APPR	in	in
ir	DPOSA	ire	ire
muot	NA.Masc,Neut.Akk.Sg.st	muot	muot
genomen	VVPP	genomen	nëmen
,	$_	,	,
er	PPER.Masc.Nom.Sg.3	er	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
ir	PPER.Fem.Dat.Sg.3	ir	ër
in	APPR	in	in
ir	DPOSA	ire	ire
herze	NA.Neut.Akk.Sg.wk	herze	hërze
komen	VVPP	komen	komen
;	$_	;	;
er	PPER.Masc.Nom.Sg.3	er	ër
truoc	VVFIN.Ind.Past.Sg.3	truoc	tragen
gewaltecliche	AVD	gewalticlîche	gewaltiglîche
in	APPR	in	in
ir	DPOSA.Neut.Dat.Sg.*	ire	ire
herzen	NA.Neut.Gen.Sg.wk	herzen	hërze
künicriche	NA.Neut.Akk.Sg.st	künincrîche	küningrîche
den	DDART.Masc.Akk.Sg.*	den	dër
cepter	NA.Masc.Akk.Sg.st	zepter	zëpter
und	KON	und	unte
die	DDART.Fem.Akk.Sg.*	die	dër
crone	NA.Fem.Akk.Sg.st	krône	krône
:	$_	:	:
daz	KOUS	daz	dazz
si	PPER.Fem.Nom.Sg.3	si	ër
doch	AVD	doch	doh
also	AVD	alsô	allsô
schone	AVD	schône	schône
und	KON	und	unte
also	AVD	alsô	allsô
tougenlichen	AVD	tougenlîchen	tougenlîche
hal	VVFIN.Ind.Past.Sg.3	hal	hëlen
,	$_	,	,
daz	KOUS	daz	dazz
siz	PPER.Fem.Nom.Sg.3|PPER.Neut.Akk.Sg.3	si|ez	ër|ër
in	PPER.*.Dat.Pl.3	in	ër
allen	DIS.*.Dat.Pl.st	allen	all
vor	PTKVZ	vore	vore
verstal	VVFIN.Ind.Past.Sg.3	verstal	verstëlen
.	$_	.	.
	
nu	KOUS	nû	nû
daz	KOUS	daz	dazz
der	DDART.Masc.Nom.Sg.*	der	dër
buhurt	NA.Masc.Nom.Sg.st	bûhurt	bûhurt
do	AVD	dô	dô
zergie	VVFIN.Ind.Past.Sg.3	zergie	zergân
und	KON	und	unte
sich	PRF.Akk.*.*	sich	sich
diu	DDART.Fem.Nom.Sg.*	diu	dër
ritterschaft	NA.Fem.Nom.Sg.st	ritterschaft	rîtæreschaft
zerlie	VVFIN.Ind.Past.Sg.3	zerliez	zerlâzen
,	$_	,	,
und	KON	und	unte
iegelicher	DIS.Masc.Nom.Sg.st	iegelîcher	iègelich
kerte	VVFIN.*.Past.Sg.3	kêrte	kêren
,	$_	,	,
darin	PAVD|PAVAP	dâr|în	dâr|în
sin	DPOSA	sîn	sîn
muot	NA.Masc.Nom.Sg.st	muot	muot
gelerte	VVFIN.*.Past.Sg.3	gelêrte	gelêren
,	$_	,	,
do	AVD	dô	dô
kamez	VVFIN.Ind.Past.Sg.3|PPER.Neut.Nom.Sg.3	kam|ez	komen|ër
von	APPR	von	von
aventiure	NA.Fem.Dat.Sg.st	âventiure	âventiure
also	KO*	alsô	allsô
,	$_	,	,
daz	KOUS	daz	dazz
riwalin	NE.Nom.Sg	Riwalîn	Riwalîn
gekerte	VVFIN.*.Past.Sg.3	gekêrte	gekêren
do	AVD	dô	dô
,	$_	,	,
da	AVD	dâ	dâr
blanscheflur	NE.Nom.Sg	Blanscheflûr	Blanscheflûr
diu	DDART.Fem.Nom.Sg.*	diu	dër
schoene	ADJA.Pos.Fem.Nom.Sg.wk	schoene	schoène
saz	VVFIN.Ind.Past.Sg.3	saz	sitzen
.	$_	.	.
	
hie	PAVD	hier	hièr
mite	PAVAP	mite	mite
gesprancter	VVFIN.*.Past.Sg.3|PPER.Masc.Nom.Sg.3	gesprangte|er	gesprèngen|ër
naher	AVD	nâher	nâhe
baz	AVD.Comp	baz	bazz
und	KON	und	unte
als	KO*	als	allsô
er	PPER.Masc.Nom.Sg.3	er	ër
under	APPR	under	unter
ir	DPOSA	ire	ire
ougen	NA.Neut.Dat.Pl.wk	ougen	ouge
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
,	$_	,	,
vil	AVD	vile	vile
minnecliche	AVD	minniclîche	minniglîche
er	PPER.Masc.Nom.Sg.3	er	ër
zuozir	APPR|PPER.Fem.Dat.Sg.3	zuoze|ir	zuoze|ër
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
:	$_	:	:
<a,	$_	,	<unknown>
de	FM	-	-
vussaut,	$_	<unknown>	<unknown>
bele	FM	-	-
!	$_	!	!
	
>	FM	-	-
<	FM	-	-
merci	FM	-	-
!	$_	!	!
	
>	FM	-	-
dit	DDS.Neut.Akk.Sg.*	dit	dise
la	FM	-	-
buzele	FM	-	-
und	KON	und	unte
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
vil	AVD	vile	vile
schemeliche	AVD	schamelîche	schamelîche
:	$_	:	:
<herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
got	NA.Masc.Nom.Sg.st	got	got
der	DDART.Masc.Nom.Sg.*	der	dër
riche	ADJA.Pos.Masc.Nom.Sg.wk	rîche	rîche
,	$_	,	,
der	DRELS.Masc.Nom.Sg	der	dër
elliu	DIA.Neut.Akk.Pl.st	alliu	all
herze	NA.Neut.Akk.Pl.wk	herzen	hërze
riche	NA.Neut.Akk.Pl.st	rîche	rîche
tuot	VVFIN.Ind.Pres.Sg.3	tuot	tuon
,	$_	,	,
der	DDART.Masc.Nom.Sg.*	der	dër
riche	VVFIN.Subj.Pres.Sg.3	rîche	rîchen
iu	PPER.*.Dat.Pl.2	iu	ir
herze	NA.Neut.Akk.Sg.wk	herze	hërze
unde	KON	unde	unte
muot	NA.Masc,Neut.Akk.Sg.st	muot	muot
!	$_	!	!
	
und	KON	und	unte
iu	PPER.*.Dat.Pl.2	iu	ir
si	VAFIN.Subj.Pres.Sg.3	sî	sîn
groze	AVD	grôze	grôze
genigen	VVPP	genigen	nîgen
,	$_	,	,
und	KON	und	unte
aber	AVD	aber	aber
des	DDART.Neut.Gen.Sg.*	des	dër
rehtes	NA.Neut.Gen.Sg.st	rehtes	rëht
unverzigen	ADJD.Pos	unverzigen	unverzigen
,	$_	,	,
des	DRELS.Neut.Gen.Sg	des	dër
ich	PPER.*.Nom.Sg.1	ich	ich
an	APPR	an	ane
iuch	PPER.*.Akk.Pl.2	iuch	ir
ze	APPR	ze	ze
redene	NA.Neut.Dat.Sg.wk	redene	rèden
han.>	VAFIN.*.Pres.Sg.1	hân	haben
<ach	ITJ	woch	ach
süeze	NA.Masc.Akk.Pl.st	süeze	süèze
,	$_	,	,
waz	PW.Neut.Akk.Sg.st	waz	wër
han	VAFIN.Ind.Pres.Sg.1	hân	haben
ich	PPER.*.Nom.Sg.1	ich	ich
getan	VVPP	getân	tuon
?	$_	?	?
	
>	KON	und	unte
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
aber	AVD	aber	aber
der	DDART.Masc.Nom.Sg.*	der	dër
höfsche	ADJA.Pos.Masc.Nom.Sg.wk	hövische	hövisch
riwalin	NE.Nom.Sg	Riwalîn	Riwalîn
.	$_	.	.
	
si	PPER.Fem.Nom.Sg.3	si	ër
sprach:<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
an	APPR	an	ane
einem	DIART.Masc.Dat.Sg.st	einem	èin
vriunde	NA.Masc.Dat.Sg.st	vriunde	vriunt
min	DPOSN.Masc.Dat.Sg.wk	mîn	mîn
,	$_	,	,
dem	DDART.Masc.Dat.Sg.*	dem	dër
besten	ADJA.Sup.Masc.Dat.Sg.wk	bezzisten	bèzzist
den	DRELS.Masc.Akk.Sg	den	dër
ich	PPER.*.Nom.Sg.1	ich	ich
ie	AVD	ie	iè
gewan	VVFIN.Ind.Past.Sg.1	gewan	gewinnen
,	$_	,	,
da	AVD	dâ	dâr
habet	VAFIN.*.Pres.Pl.2	habet	haben
ir	PPER.*.Nom.Pl.2	ir	ir
mich	PPER.*.Akk.Sg.1	mich	ich
beswaeret	VVPP	beswæret	beswæren
an.>	PAVAP	an	ane
<ja	PTKANT	jâ	jâ
herre>	NA.Masc.Nom.Sg.*	hêrre	hêrre
dahte	VVFIN.Ind.Past.Sg.3	dâhte	dènken
er	PPER.Masc.Nom.Sg.3	er	ër
wider	APPR	wider	wider
sich	PRF.Akk.*.*	sich	sich
<waz	PW.Neut.Nom.Sg.st	waz	wër
maere	ADJD.Pos	mære	mære
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
diz	DDS.Neut.Nom.Sg.*	diz	dise
?	$_	?	?
	
oder	KON	oder	oder
waz	PW.Neut.Akk.Sg.st	waz	wër
han	VAFIN.Ind.Pres.Sg.1	hân	haben
ich	PPER.*.Nom.Sg.1	ich	ich
begangen	VVPP	begangen	begân
wider	APPR	wider	wider
ir	DPOSA.*.Dat.Pl.*	ire	ire
hulden	NA.Fem.Dat.Pl.*	hulden	hulde
?	$_	?	?
	
waz	PW.Neut.Akk.Sg.st	waz	wër
git	VVFIN.Ind.Pres.Sg.3	gît	gëben
si	PPER.Fem.Nom.Sg.3	si	ër
mir	PPER.*.Dat.Sg.1	mir	ich
ze	APPR	ze	ze
schulden	NA.Fem.Dat.Pl.*	schulden	schulde
?	$_	?	?
	
>	FM	-	-
und	KON	und	unte
wande	KO*	wande	wante
,	$_	,	,
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
eteswen	AVD	eteswenne	ëteswènne
ir	DPOSA	ire	ire
mage	NA.Masc.Akk.Pl.*	mâge	mâge
,	$_	,	,
disen	DDS.Masc.Akk.Sg.*	disen	dise
oder	KON	oder	oder
den	DRELS.Masc.Akk.Sg	den	dër
,	$_	,	,
unwizzend	ADJD.Pos	unwizzende	unwizzente
an	APPR	an	ane
der	DDART.Fem.Dat.Sg.*	der	dër
ritterschaft	NA.Fem.Dat.Sg.st	ritterschaft	rîtæreschaft
gemachet	VVPP	gemachet	machen
haete	VAFIN.*.Past.Sg.3	hæte	haben
schadehaft	ADJD.Pos	schadehaft	schadehaft
,	$_	,	,
davon	PAVD|PAVAP	dâ|von	dâr|vone
ir	DPOSA	ire	ire
herze	NA.Neut.Nom.Sg.wk	herze	hërze
swaere	ADJD.Pos	swære	swære
und	KON	und	unte
ime	PPER.Masc.Dat.Sg.3	ime	ër
erbolgen	VVPP	erbolgen	erbëlgen
waere	VAFIN.Subj.Past.Sg.3	wære	wësen
.	$_	.	.
	
nein	ITJ	nein	nèin
,	$_	,	,
der	DDART.Masc.Nom.Sg.*	der	dër
vriunt	NA.Masc.Nom.Sg.st	vriunt	vriunt
,	$_	,	,
des	DRELS.Neut.Gen.Sg	des	dër
si	PPER.Fem.Nom.Sg.3	si	ër
gewuoc	VVFIN.Ind.Past.Sg.3	gewuoc	gewahen
,	$_	,	,
daz	DDS.Neut.Nom.Sg.*	daz	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
ir	DPOSA	ire	ire
herze	NA.Neut.Nom.Sg.wk	herze	hërze
,	$_	,	,
in	APPR	in	in
dem	DRELS.Neut.Dat.Sg	dem	dër
si	PPER.Fem.Nom.Sg.3	si	ër
truoc	VVFIN.Ind.Past.Sg.3	truoc	tragen
von	APPR	von	von
sinen	DPOSA.*.Dat.Pl.st	sînen	sîn
schulden	NA.Fem.Dat.Pl.*	schulden	schulde
ungemach	NA.Masc,Neut.Akk.Sg.st	ungemach	ungemach
daz	DDS.Neut.Nom.Sg.*	daz	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
der	DDART.Masc.Nom.Sg.*	der	dër
vriunt	NA.Masc.Nom.Sg.st	vriunt	vriunt
,	$_	,	,
von	APPR	von	von
dem	DRELS.Masc.Dat.Sg	dem	dër
si	PPER.Fem.Nom.Sg.3	si	ër
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
.	$_	.	.
	
iedoch	AVD	iedoch	ièdoh
enwester	PTKNEG|VVFIN.*.Past.Sg.3|PPER.Masc.Nom.Sg.3	en|weste|er	ne|wizzen|ër
niht	PTKNEG	niht	niht
hie	PAVD	hier	hièr
mite	PAVAP	mite	mite
.	$_	.	.
	
nach	APPR	nâch	nâh
sinem	DPOSA.Masc.Dat.Sg.st	sînem	sîn
ellichem	ADJA.Pos.Masc.Dat.Sg.st	ellîchem	alllich
site	NA.Masc.Dat.Sg.*	site	site
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
er	PPER.Masc.Nom.Sg.3	er	ër
vil	AVD	vile	vile
minnecliche	AVD	minniclîche	minniglîche
zir	APPR|PPER.Fem.Dat.Sg.3	ze|ir	ze|ër
:	$_	:	:
<schoene	NA.Fem.Dat.Sg.st	schoene	aschoène
,	$_	,	,
ine	PPER.*.Nom.Sg.1|PTKNEG	ich|ne	ich|ne
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
niht	PTKNEG	niht	niht
,	$_	,	,
daz	KOUS	daz	dazz
ir	PPER.*.Nom.Pl.2	ir	ir
mir	PPER.*.Dat.Sg.1	mir	ich
haz	NA.Masc.Akk.Sg.st	haz	hazz
oder	KON	oder	oder
argen	ADJA.Pos.Masc.Akk.Sg.*	argen	arg
willen	NA.Masc.Akk.Sg.*	willen	wille
traget	VVFIN.*.Pres.Pl.2	traget	tragen
;	$_	;	;
wan	KO*	wan	wante
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
ez	PPER.Neut.Nom.Sg.3	ez	ër
war	ADJD.Pos	wâr	wâr
,	$_	,	,
als	KO*	als	allsô
ir	PPER.*.Nom.Pl.2	ir	ir
mir	PPER.*.Dat.Sg.1	mir	ich
saget	VVFIN.*.Pres.Pl.2	saget	sagen
,	$_	,	,
so	AVD	sô	sô
rihtet	VVIMP.Pl.2	rihtet	rihten
selbe	DDD.Fem.Nom.Sg.wk	selbe	sëlb
über	APPR	über	über
mich	PPER.*.Akk.Sg.1	mich	ich
:	$_	:	:
swaz	PG.Neut.Akk.Sg.st	swaz	swër
ir	PPER.*.Nom.Pl.2	ir	ir
gebietet	VVFIN.*.Pres.Pl.2	gebietet	gebièten
,	$_	,	,
daz	DDS.Neut.Akk.Sg.*	daz	dër
tuon	VVFIN.Ind.Pres.Sg.1	tuon	tuon
ich.>	PPER.*.Nom.Sg.1	ich	ich
diu	DDART.Fem.Nom.Sg.*	diu	dër
süeze	NA.Masc.Akk.Pl.st	süeze	süèze
sprach:<	NA.Fem.Nom.Sg.*	sprâche	sprâche
durch	APPR	durch	durh
dise	DDA.Fem.Akk.Sg.*	dise	dise
geschiht	NA.Fem.Akk.Sg.st	geschiht	geschiht
enhazze	PTKNEG|VVFIN.*.Pres.Sg.1	en|hazze	ne|hazzen
ich	PPER.*.Nom.Sg.1	ich	ich
iuch	PPER.*.Akk.Pl.2	iuch	ir
ze	PTKA	ze	ze
sere	AVD	sêre	sêre
niht	PTKNEG	niht	niht
;	$_	;	;
ine	PPER.*.Nom.Sg.1|PTKNEG	ich|ne	ich|ne
minne	VVFIN.*.Pres.Sg.1	minne	minnen
iuch	PPER.*.Akk.Pl.2	iuch	ir
ouch	AVD	ouch	ouch
