swer	PG.Masc.Nom.Sg.st	swer	swër
einer	DIART.Fem.Gen.Sg.st	einer	èin
hande	NA.Fem.Gen.Sg.st	hande	hant
ziere	NA.Fem.Dat.Sg.st	ziere	zière
da	AVD	dâ	dâr
was	VAFIN.Ind.Past.Sg.3	was	wësen
ouch	AVD	ouch	ouch
von	APPR	von	von
traze	NE.Dat.Sg	Trâce	Trâce
von	APPR	von	von
schonen	ADJA.Pos.*.Dat.Pl.*	schoenen	schoène
gelazzen	VVPP	gelâzen	lâzen
der	DDART.Masc.Nom.Sg.*	der	dër
kunic	NA.Masc.Nom.Sg.st	küninc	küning
pretemisus	NE.Nom.Sg	Pretemisus	Pretemisus
und	KON	und	unte
sin	DPOSA	sîn	sîn
nefe	NA.Masc.Nom.Sg.wk	neve	nëve
crepeus	NE.Nom.Sg	Crepeus	Crepeus
tusent	ADJA.Pos	tûsent	tûsent
ritter	NA.Masc.Nom.Pl.st	ritter	rîtære
mit	APPR	mit	mit
in	PPER.*.Dat.Pl.3	in	ër
die	DDS.Masc.Nom.Pl.*	die	dër
hetten	VAFIN.*.Past.Pl.3	hetten	haben
zu	APPR	zuo	ze
rosse	NA.Neut.Dat.Sg.st	rosse	ross
gute	ADJA.Pos.*.Akk.Pl.st	guote	guot
gwin	NA.Masc.Akk.Sg.st	gewin	gewinn
da	AVD	dâ	dâr
was	VAFIN.Ind.Past.Sg.3	was	wësen
von	APPR	von	von
frisce	NE.Dat.Sg	Frisce	Frisce
centipus	NE.Nom.Sg	Centipus	Centipus
milceres	NE.Nom.Sg	Milceres	Milceres
und	KON	und	unte
alchamus	NE.Nom.Sg	Alchamus	Alchamus
dise	DDS.*.Nom.Pl.*	dise	dise
hetten	VAFIN.*.Past.Pl.3	hetten	haben
gereit	ADJD.Pos	gereit	gerèite
siben	CARDA	siben	siben
hundert	ADJA.Pos	hundert	hundert
ritter	NA.Masc.Akk.Pl.st	ritter	rîtære
gemeit	ADJA.Pos	gemeit	gemèit
funas	NE.Nom.Sg	Funas	Funas
von	APPR	von	von
philistea	NE.Dat.Sg	Philistea	Philistea
was	VAFIN.Ind.Past.Sg.3	was	wësen
mit	APPR	mit	mit
tusent	ADJA.Pos	tûsent	tûsent
rittern	NA.Masc.Dat.Pl.st	rittern	rîtære
da	PAVD	dâ	dâr
mit	PAVAP	mit	mite
also	AVD	alsô	allsô
manigen	DIS.*.Dat.Pl.st	manigen	manig
da	AVD	dâ	dâr
was	VAFIN.Ind.Past.Sg.3	was	wësen
fortinus	NE.Nom.Sg	Fortinus	Fortinus
und	KON	und	unte
sanias	NE.Nom.Sg	Sanias	Sanias
sie	PPER.*.Nom.Pl.3	sie	ër
waren	VAFIN.Ind.Past.Pl.3	wâren	wësen
kune	ADJD.Pos	küene	küène
alle	DIA.*.Nom.Pl.st	alle	all
dri	CARDS.*.Nom.Pl.st	drî	drî
des	DDART.Neut.Gen.Sg.*	des	dër
gutes	NA.Neut.Gen.Sg.st	guotes	guot
und	KON	und	unte
der	DDART.Fem.Gen.Sg.*	der	dër
spise	NA.Fem.Gen.Sg.st	spîse	spîse
vri	ADJD.Pos	vrî	vrî
mir	PPER.*.Dat.Sg.1	mir	ich
saget	VVFIN.Ind.Pres.Sg.3	saget	sagen
ouch	AVD	ouch	ouch
daz	DDART.Neut.Nom.Sg.*	daz	dër
buch	NA.Neut.Nom.Sg.st	buoch	buoch
sus	AVD	sus	sus
daz	KOUS	daz	dazz
boetes	NE.Nom.Sg	Boetes	Boetes
und	KON	und	unte
epistropus	NE.Nom.Sg	Epistropus	Epistropus
waren	VAFIN.Ind.Past.Pl.3	wâren	wësen
da	AVD	dâ	dâr
von	APPR	von	von
eime	DIART.Neut.Dat.Sg.st	eineme	èin
lande	NA.Neut.Dat.Sg.st	lande	lant
daz	KOUS	daz	dazz
man	PI.*.Nom.Sg.st	man	man
kume	AVD	kûme	kûme
erkande	VVFIN.*.Past.Sg.3	erkante	erkènnen
also	AVD	alsô	allsô
verre	AVD	verre	vërre
waz	PW.Neut.Nom.Sg.st	waz	wër
daz	DDART.Neut.Nom.Sg.*	daz	dër
lant	NA.Neut.Nom.Sg.st	lant	lant
ez	PPER.Neut.Nom.Sg.3	ez	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
botina	NE.Nom.Sg	Botina	Botina
genant	VVPP	genant	nènnen
ouch	AVD	ouch	ouch
was	VAFIN.Ind.Past.Sg.3	was	wësen
zu	APPR	zuo	ze
troyge	NE.Dat.Sg	Trôje	Trôje
der	DDART.Masc.Nom.Sg.*	der	dër
kunic	NA.Masc.Nom.Sg.st	küninc	küning
von	APPR	von	von
pafagoye	NE.Dat.Sg	Pafagôje	Pafagôje
philemenis	NE.Nom.Sg	Philemenîs	Philemenis
genant	VVPP	genant	nènnen
so	AVD	sô	sô
ferre	AVD	verre	vërre
was	VAFIN.Ind.Past.Sg.3	was	wësen
sin	DPOSA	sîn	sîn
lant	NA.Neut.Nom.Sg.st	lant	lant
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
mit	APPR	mit	mit
grozzer	ADJA.Pos.Fem.Dat.Sg.st	grôzer	grôz
erbeit	NA.Fem.Dat.Sg.st	arbeit	arbèit
in	APPR	in	in
eime	DIART.Masc.Dat.Sg.st	eineme	èin
mande	NA.Masc.Dat.Sg.*	mânde	mânde
dar	AVD	dar	dâr
gereit	ADJD.Pos	gereit	gerèite
dar	PAVD	dâr	dâr
zu	PAVAP	zuo	zuo
in	APPR	in	in
drin	CARDA.*.Dat.Pl.st	drîn	drî
wochen	NA.Fem.Dat.Pl.*	wochen	woche
also	AVD	alsô	allsô
hat	VAFIN.Ind.Pres.Sg.3	hât	haben
dares	NE.Nom.Sg	Dares	Dares
gesprochen	VVPP	gesprochen	sprëchen
die	DDART.*.Nom.Pl.*	die	dër
wappen	NA.Neut.Nom.Pl.st	wâpen	wâpen
an	APPR	an	ane
sime	DPOSA.Masc.Dat.Sg.st	sîneme	sîn
schilde	NA.Masc.Dat.Sg.st	schilde	schilt
waren	VAFIN.Ind.Past.Pl.3	wâren	wësen
gegraben	VVPP	gegraben	graben
bilde	NA.Neut.Nom.Pl.st	bilede	bilede
von	APPR	von	von
edelme	ADJA.Pos.Neut.Dat.Sg.st	edelme	èdele
gesteine	NA.Neut.Dat.Sg.st	gesteine	gestèine
die	DRELS.*.Akk.Pl	die	dër
man	PI.*.Nom.Sg.st	man	man
in	APPR	in	in
den	DDART.*.Dat.Pl.*	den	dër
wazzern	NA.Neut.Dat.Pl.st	wazzern	wazzer
reine	ADJD.Pos	reine	rèine
bi	APPR	bî	bî
dem	DDART.Neut.Dat.Sg.*	dem	dër
paradise	NA.Neut.Dat.Sg.st	pâradîse	paradîse
vant	VVFIN.Ind.Past.Sg.3	vant	vinden
eufrates	NE.Nom.Sg	Eufrates	Eufrates
und	KON	und	unte
tygris	NE.Nom.Sg	Tigris	Tigris
sint	VAFIN.Ind.Pres.Pl.3	sint	sîn
sie	PPER.*.Nom.Pl.3	sie	ër
genant	VVPP	genant	nènnen
da	AVD	dâ	dâr
was	VAFIN.Ind.Past.Sg.3	was	wësen
der	DDART.Masc.Nom.Sg.*	der	dër
kunic	NA.Masc.Nom.Sg.st	küninc	küning
von	APPR	von	von
morlant	NE.Dat.Sg	Môrlant	Môrlant
als	KO*	als	allsô
ich	PPER.*.Nom.Sg.1	ich	ich
ez	PPER.Neut.Akk.Sg.3	ez	ër
gescriben	VVPP	geschriben	schrîben
fant	VVFIN.Ind.Past.Sg.1	vant	vinden
nente	VVFIN.Subj.Past.Sg.1	nente	nènnen
ich	PPER.*.Nom.Sg.1	ich	ich
in	PPER.*.Dat.Pl.3	in	ër
daz	DDS.Neut.Nom.Sg.*	daz	dër
were	VAFIN.Subj.Past.Sg.3	wære	wësen
schande	NA.Fem.Akk.Sg.st	schande	schante
auch	AVD	ouch	ouch
hie	AVD	hier	hièr
in	APPR	in	in
disen	DDA.*.Dat.Pl.*	disen	dise
landen	NA.Neut.Dat.Pl.st	landen	lant
die	DDART.*.Nom.Pl.*	die	dër
frauwen	NA.Fem.Nom.Pl.st	vrouwen	vrouwe
verdechten	VVFIN.Subj.Past.Pl.3	verdæhten	verdènken
mich	PPER.*.Akk.Sg.1	mich	ich
des	DDS.Neut.Gen.Sg.*	des	dër
ob	KOUS	ob	obe
ich	PPER.*.Nom.Sg.1	ich	ich
in	PPER.Masc.Akk.Sg.3	in	ër
nente	VVFIN.Subj.Past.Sg.1	nente	nènnen
xerses	NE.Gen.Sg	Christes	<unknown>
warumb	PAVW|PAVAP	wâr|umbe	wâr|umbe
solte	VMFIN.*.Past.Sg.1	solte	solen
ich	PPER.*.Nom.Sg.1	ich	ich
in	PPER.Masc.Akk.Sg.3	in	ër
niht	PTKNEG	niht	niht
nennen	VVINF	nennen	nènnen
man	PI.*.Nom.Sg.st	man	man
mochte	VMFIN.*.Past.Sg.3	mohte	mügen
in	PPER.Masc.Akk.Sg.3	in	ër
harte	AVD	harte	harte
wol	AVD	wole	wole
erkennen	VVINF	erkennen	erkènnen
an	APPR	an	ane
siner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
manheit	NA.Fem.Dat.Sg.st	manheit	mannhèit
mit	APPR	mit	mit
geschutze	NA.Neut.Dat.Sg.st	geschütze	geschütze
er	PPER.Masc.Nom.Sg.3	er	ër
zu	APPR	zuo	ze
allen	DIA.*.Dat.Pl.st	allen	all
ziten	NA.Fem,Neut.Dat.Pl.st	zîten	zît
streit	VVFIN.Ind.Past.Sg.3	streit	strîten
er	PPER.Masc.Nom.Sg.3	er	ër
hette	VAFIN.*.Past.Sg.3	hette	haben
anders	AVD	anders	anderes
deheine	DIA.Fem.Akk.Sg.st	decheine	dehèin
gewer	NA.Fem.Akk.Sg.st	gewer	gewère
also	AVD	alsô	allsô
enhette	PTKNEG|VAFIN.*.Past.Sg.3	en|hette	ne|haben
auch	AVD-KO*	ouch	ouch
sin	DPOSA	sîn	sîn
her	NA.Neut.Nom.Sg.st	her	hère
mit	APPR	mit	mit
im	PPER.Masc.Dat.Sg.3	im	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
mennon	NE.Nom.Sg	Mennon	Mennon
der	DDS.Masc.Nom.Sg.*	der	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
siner	DPOSA.Fem.Gen.Sg.st	sîner	sîn
swester	NA.Fem.Gen.Sg.st	swester	swëster
son	NA.Masc.Nom.Sg.st	sun	sun
da	AVD	dâ	dâr
was	VAFIN.Ind.Past.Sg.3	was	wësen
von	APPR	von	von
therasche	NE.Dat.Sg	Therasche	Therasche
theseus	NE.Nom.Sg	Theseus	Theseus
und	KON	und	unte
sin	DPOSA	sîn	sîn
sun	NA.Masc.Nom.Sg.st	sun	sun
archilogus	NE.Nom.Sg	Archilogus	Archilogus
priamis	NE.Gen.Sg	Priamis	Priamus
mage	NA.Masc.Nom.Pl.*	mâge	mâge
an	APPR	an	ane
warte	NA.Fem.Dat.Sg.st	warte	warte
und	KON	und	unte
an	APPR	an	ane
lage	NA.Fem.Dat.Sg.st	lâge	lâge
beidesamit	VVFIN.Ind.Pres.Sg.3	bitesamet	bèidesamen
vil	AVD	vile	vile
wis	ADJD.Pos	wîs	wîse
sie	PPER.*.Nom.Pl.3	sie	ër
hetten	VAFIN.*.Past.Pl.3	hetten	haben
ouch	AVD-KO*	ouch	ouch
zu	APPR	zuo	ze
strite	NA.Masc.Dat.Sg.st	strîte	strît
pris	NA.Masc.Akk.Sg.st	prîs	prîs
von	APPR	von	von
greste	NA.Masc.Dat.Sg.st	griste	grast
da	AVD	dâ	dâr
was	VAFIN.Ind.Past.Sg.3	was	wësen
fion	NE.Nom.Sg	Fion	Fion
und	KON	und	unte
esdras	NE.Nom.Sg	Esdras	Esdras
zwene	CARDA.Masc.Nom.Pl.st	zwêne	zwêne
kunige	NA.Masc.Nom.Pl.st	küninge	küning
riche	ADJN.Masc.Nom.Pl.st	rîche	rîche
die	DDS.*.Nom.Pl.*	die	dër
waren	VAFIN.Ind.Past.Pl.3	wâren	wësen
da	AVD	dâ	dâr
hubischliche	AVD	hövischlîche	hövischlîche
ouch	AVD	ouch	ouch
hette	VAFIN.*.Past.Sg.3	hette	haben
da	AVD	dâ	dâr
hof	NA.Masc.Akk.Sg.st	hof	hov
und	KON	und	unte
hus	NA.Neut.Akk.Sg.st	hûs	hûs
der	DDART.Masc.Nom.Sg.*	der	dër
kunic	NA.Masc.Nom.Sg.st	küninc	küning
pistropleus	NE.Nom.Sg	Pistropleus	Pistropleus
sin	DPOSA	sîn	sîn
lant	NA.Neut.Akk.Sg.st	lant	lant
hiz	VVFIN.Ind.Past.Sg.3	hiez	hèizen
ezenie	NE.Nom.Sg	Ezenîe	Ezenîe
man	PI.*.Nom.Sg.st	man	man
vant	VVFIN.Ind.Past.Sg.3	vant	vinden
dar	PAVD	dâr	dâr
inne	PAVAP	inne	inne
arzedie	NA.Fem.Akk.Sg.st	arzâtîe	arzâtîe
gute	ADJA.Pos.*.Akk.Pl.st	guote	guot
selben	DDA.*.Akk.Pl.wk	selben	sëlb
gute	ADJA.Pos.*.Akk.Pl.st	guote	guot
krut	NA.Neut.Akk.Pl.st	krût	krût
in	APPR	in	in
den	DDART.Masc.Akk.Sg.*	den	dër
lip	NA.Masc.Akk.Sg.st	lîp	lîb
und	KON	und	unte
an	APPR	an	ane
die	DDART.Fem.Akk.Sg.*	die	dër
hut	NA.Fem.Akk.Sg.st	hût	hût
und	KON	und	unte
anders	AVD	anders	anderes
gute	ADJA.Pos.*.Akk.Pl.st	guote	guot
wurze	NA.Fem.Akk.Pl.st	wurze	wurze
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
die	DDART.Fem.Akk.Sg.*	die	dër
rede	NA.Fem.Akk.Sg.st	rede	rède
kurze	VVFIN.*.Pres.Sg.1	kürze	kürzen
die	DDART.*.Nom.Pl.*	die	dër
herren	NA.Masc.Nom.Pl.*	hêrren	hêrre
waren	VAFIN.Ind.Past.Pl.3	wâren	wësen
alle	DID.*.Nom.Pl.st	alle	all
da	AVD	dâ	dâr
baz	AVD.Comp	baz	bazz
dannen	AVD	dannen	dannen
hie	AVD	hier	hièr
gescriben	VVPP	geschriben	schrîben
sta	VVFIN.Subj.Pres.Sg.3	stâ	stân
iegelicher	DIS.Masc.Nom.Sg.st	iegelîcher	iègelich
durch	APPR	durch	durh
daz	DDART.Neut.Akk.Sg.*	daz	dër
rechte	ADJA.Pos.Neut.Akk.Sg.wk	rehte	rëht
etlicher	DIS.Masc.Nom.Sg.st	etelîcher	ëteslich
durch	APPR	durch	durh
sin	DPOSA	sîn	sîn
geslechte	NA.Neut.Akk.Sg.st	geslehte	geslèhte
ettelicher	DIS.Masc.Nom.Sg.st	etelîcher	ëteslich
durch	APPR	durch	durh
frutschaft	NA.Fem.Akk.Sg.st	vriuntschaft	vriuntschaft
etlicher	DIS.Masc.Nom.Sg.st	etelîcher	ëteslich
durch	APPR	durch	durh
ritterschaft	NA.Fem.Akk.Sg.st	ritterschaft	rîtæreschaft
etlicher	DIS.Masc.Nom.Sg.st	etelîcher	ëteslich
durch	APPR	durch	durh
minne	NA.Fem.Akk.Sg.st	minne	minne
waren	VAFIN.Ind.Past.Pl.3	wâren	wësen
sie	PPER.*.Nom.Pl.3	sie	ër
zu	APPR	zuo	ze
troyge	NE.Dat.Sg	Trôje	Trôje
inne	AVD	inne	inne
daz	DRELS.Neut.Akk.Sg	daz	dër
ich	PPER.*.Nom.Sg.1	ich	ich
ir	PPER.*.Gen.Pl.3	ir	ër
hie	AVD	hier	hièr
gesaget	VVPP	gesaget	sagen
han	VAFIN.Ind.Pres.Sg.1	hân	haben
die	DDS.*.Nom.Pl.*	die	dër
wurden	VAFIN.*.Past.Pl.3	wurden	wërden
ectori	NE.Dat.Sg	Ectorî	Hector
undertan	ADJD.Pos	undertân	untertân
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
nu	AVD	nû	nû
were	VAFIN.Subj.Past.Sg.3	wære	wësen
ir	DPOSA	ire	ire
gut	ADJA.Pos	guot	guot
richtere	NA.Masc.Nom.Sg.st	rihtære	rihtære
ector	NE.Nom.Sg	Ector	Hector
sine	DPOSA.*.Akk.Pl.st	sîne	sîn
frunt	NA.Masc.Akk.Pl.st	vriunde	vriunt
bat	VVFIN.Ind.Past.Sg.3	bat	biten
daz	KOUS	daz	dazz
sie	PPER.*.Nom.Pl.3	sie	ër
alumbe	APPR	alumbe	allumbe
die	DDART.Fem.Akk.Sg.*	die	dër
stat	NA.Fem.Akk.Sg.st	stat	stat
zu	APPR	zuo	ze
den	DDART.*.Dat.Pl.*	den	dër
erkeren	NA.Masc.Dat.Pl.st	erkæren	èrkære
wol	AVD	wole	wole
bereitet	VVPP	bereitet	berèiten
weren	VAFIN.Subj.Past.Pl.3	wæren	wësen
und	KON	und	unte
daz	KOUS	daz	dazz
sie	PPER.*.Nom.Pl.3	sie	ër
bewarten	VVFIN.*.Past.Pl.3	bewarten	bewaren
die	DDART.*.Akk.Pl.*	die	dër
tor	NA.Neut.Akk.Pl.st	tor	tor
einenthalben	AVD	einenhalben	èinenhalben
saz	VVFIN.Ind.Past.Sg.3	saz	sitzen
antenor	NE.Nom.Sg	Andenor	Antenor
in	APPR	in	in
anderthalp	AVD	anderhalp	anderhalben
troylus	NE.Nom.Sg	Troilus	Troilus
andersit	AVD	andersît	andersît
deiphebus	NE.Nom.Sg	Deiphebus	Deiphebus
einsit	AVD	einsît	èinsît
polidamas	NE.Nom.Sg	Polidamas	Polidamas
andersit	AVD	andersît	andersît
eneas	NE.Nom.Sg	Eneas	Eneas
alsus	AVD	alsus	allsus
teilten	VVFIN.*.Past.Pl.3	teilten	tèilen
sie	PPER.*.Nom.Pl.3	sie	ër
sich	PRF.Akk.*.*	sich	sich
da	AVD	dâ	dâr
hutte	AVD	hiute	hiute
ir	PPER.*.Gen.Pl.3	ir	ër
iegelich	DIS.Masc.Nom.Sg.*	iegelich	iègelich
mit	APPR	mit	mit
libe	NA.Masc.Dat.Sg.st	lîbe	lîb
und	KON	und	unte
mit	APPR	mit	mit
gute	NA.Neut.Dat.Sg.st	guote	guot
an	APPR	an	ane
siner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
wart	NA.Fem.Dat.Sg.st	wart	warte
hute	AVD	hiute	hiute
als	KO*	als	allsô
ez	PPER.Neut.Nom.Sg.3	ez	ër
im	PPER.Masc.Dat.Sg.3	im	ër
zu	APPR	zuo	ze
eren	NA.Fem.Dat.Pl.*	êren	êre
gezam	VVFIN.Ind.Past.Sg.3	gezam	gezëmen
und	KON	und	unte
zu	APPR	zuo	ze
gevort	VVPP	gevuort	vürhten
wol	AVD	wole	wole
quam	VVFIN.Ind.Past.Sg.3	quam	komen
dannoch	AVD	dannoch	dannoh
was	VAFIN.Ind.Past.Sg.3	was	wësen
agomennon	NE.Nom.Sg	Agomennon	Agomennon
mit	APPR	mit	mit
den	DDART.*.Dat.Pl.*	den	dër
crichen	NA.Masc.Dat.Pl.*	Kriechen	Krièche
zu	APPR	zuo	ze
thenedon	NE.Dat.Sg	Thenedon	Thenedon
und	KON	und	unte
freuwete	VVFIN.*.Past.Sg.3	vröuwete	vröuwen
sich	PRF.Akk.*.*	sich	sich
des	DDS.Neut.Gen.Sg.*	des	dër
daz	KOUS	daz	dazz
kumen	VVPP	kumen	komen
was	VAFIN.Ind.Past.Sg.3	was	wësen
polimedes	NE.Nom.Sg	Polimedes	Polimedes
wen	KO*	wente	wante
er	PPER.Masc.Nom.Sg.3	er	ër
quam	VVFIN.Ind.Past.Sg.3	quam	komen
harte	AVD	harte	harte
wol	AVD	wole	wole
mit	APPR	mit	mit
drizzic	CARDA	drîzic	drîzig
schiffen	NA.Neut.Dat.Pl.st	schiffen	schiff
vol	ADJD.Pos	vol	voll
da	AVD	dâ	dâr
heime	AVD	heime	hèime
er	PPER.Masc.Nom.Sg.3	er	ër
selber	DDS.Masc.Nom.Sg.st	selber	sëlb
bliben	VVPP	beliben	belîben
was	VAFIN.Ind.Past.Sg.3	was	wësen
wenne	AVW	wenne	wanne
er	PPER.Masc.Nom.Sg.3	er	ër
kume	AVD	kûme	kûme
genas	VVFIN.Ind.Past.Sg.3	genas	genësen
des	DDART.Masc.Gen.Sg.*	des	dër
libes	NA.Masc.Gen.Sg.st	lîbes	lîb
wewene	NA.Fem.Nom.Sg.*	wæne	wæwe
daz	KOUS	daz	dazz
sie	PPER.*.Nom.Pl.3	sie	ër
zu	APPR	zuo	ze
athene	NE.Dat.Sg	Athêne	Athêne
sine	DPOSA.Fem.Akk.Sg.st	sîne	sîn
vart	NA.Fem.Akk.Sg.st	vart	vart
hetten	VAFIN.*.Past.Pl.3	hetten	haben
uf	PTKVZ	ûf	ûf
geleit	VVPP	geleit	lègen
des	DDS.Neut.Gen.Sg.*	des	dër
waren	VAFIN.Ind.Past.Pl.3	wâren	wësen
sie	PPER.*.Nom.Pl.3	sie	ër
sin	PPER.Masc.Gen.Sg.3	sîn	ër
ungemeit	ADJD.Pos	ungemeit	ungemèit
beide	KON	beide	bèide
durch	APPR	durch	durh
in	PPER.Masc.Akk.Sg.3	in	ër
und	KON	und	unte
durch	APPR	durch	durh
sich	PRF.Akk.*.*	sich	sich
daz	DDS.Neut.Nom.Sg.*	daz	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
harte	AVD	harte	harte
billich	ADJD.Pos	billich	billich
zu	APPR	zuo	ze
rate	NA.Masc.Dat.Sg.st	râte	rât
sie	PPER.*.Nom.Pl.3	sie	ër
do	AVD	dô	dô
gingen	VVFIN.*.Past.Pl.3	giengen	gân
wie	AVW	wie	wiè
sie	PPER.*.Nom.Pl.3	sie	ër
ez	PPER.Neut.Akk.Sg.3	ez	ër
ane	PTKVZ	ane	ane
gefingen	VVFIN.*.Past.Pl.3	geviengen	gevâhen
daz	KOUS	daz	dazz
sie	PPER.*.Nom.Pl.3	sie	ër
mochten	VMFIN.*.Past.Pl.3	mohten	mügen
gesigen	VVINF	gesigen	gesigen
ob	KOUS	ob	obe
sie	PPER.*.Nom.Pl.3	sie	ër
sie	PPER.*.Akk.Pl.3	sie	ër
wolden	VMFIN.*.Past.Pl.3	wolten	wèllen
beligen	VVINF	beligen	beligen
oder	KON	oder	oder
mit	APPR	mit	mit
schiffen	NA.Neut.Dat.Pl.st	schiffen	schiff
bestan	VVINF	bestân	bestân
ir	PPER.*.Gen.Pl.3	ir	ër
iegelicher	DIS.Masc.Nom.Sg.st	iegelîcher	iègelich
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
uf	APPR	ûf	ûf
wan	NA.Masc.Akk.Sg.st	wân	wân
als	KO*	als	allsô
in	PPER.Masc.Akk.Sg.3	in	ër
larte	VVFIN.*.Past.Sg.3	lârte	lêren
sin	DPOSA	sîn	sîn
mut	NA.Masc.Nom.Sg.st	muot	muot
disen	DDS.Masc.Akk.Sg.*	disen	dise
duchte	VVFIN.*.Past.Sg.3	dûhte	dunken
die	DDART.Fem.Nom.Sg.*	die	dër
rede	NA.Fem.Nom.Sg.*	rede	rède
gut	ADJD.Pos	guot	guot
daz	KOUS	daz	dazz
ez	PPER.Neut.Nom.Sg.3	ez	ër
mit	APPR	mit	mit
schiffen	NA.Neut.Dat.Pl.st	schiffen	schiff
wurde	VAFIN.Subj.Past.Sg.3	würde	wërden
erhaben	VVPP	erhaben	erhèben
iener	DDS.Masc.Nom.Sg.st	jener	jèner
daz	DDART.Neut.Akk.Sg.*	daz	dër
leger	NA.Neut.Akk.Sg.st	leger	lëger
uf	APPR	ûf	ûf
den	DDART.Masc.Akk.Sg.*	den	dër
graben	NA.Masc.Akk.Sg.wk	graben	grabe
dirre	DDS.Masc.Nom.Sg.*	dirre	dise
den	DDART.Masc.Akk.Sg.*	den	dër
sturm	NA.Masc.Akk.Sg.st	sturm	sturm
der	DRELS.Masc.Nom.Sg	der	dër
den	DDART.Masc.Akk.Sg.*	den	dër
strit	NA.Masc.Akk.Sg.st	strît	strît
als	KO*	als	allsô
man	PI.*.Nom.Sg.st	man	man
danne	AVD	danne	danne
in	APPR	in	in
rat	NA.Masc.Dat.Sg.st	râte	rât
pflit	VVFIN.Ind.Pres.Sg.3	pflît	pflëgen
manic	DIA	manic	manig
rat	NA.Masc.Nom.Sg.st	rât	rât
da	AVD	dâ	dâr
geschach	VVFIN.Ind.Past.Sg.3	geschach	geschëhen
palimedes	NE.Nom.Sg	Palimedes	Palimedes
do	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
maniger	DIS.Masc.Nom.Sg.st	maniger	manig
git	VVFIN.Ind.Pres.Sg.3	gît	gëben
guten	ADJA.Pos.Masc.Akk.Sg.*	guoten	guot
rat	NA.Masc.Akk.Sg.st	rât	rât
der	DRELS.Masc.Nom.Sg	der	dër
selber	DDD.Masc.Nom.Sg.st	selber	sëlb
rates	NA.Masc.Gen.Sg.st	râtes	rât
niht	NA.Neut.Akk.Sg.st	niht	niht
enhat	PTKNEG|VAFIN.Ind.Pres.Sg.3	en|hât	ne|haben
allein	KOUS	alein	allèine
kume	VVFIN.*.Pres.Sg.1	kume	komen
ich	PPER.*.Nom.Sg.1	ich	ich
zu	APPR	zuo	ze
dem	DDART.Masc.Dat.Sg.*	dem	dër
rate	NA.Masc.Dat.Sg.st	râte	rât
einteil	DIART.Neut.Akk.Sg.*|NA.Neut.Akk.Sg.st	ein|teil	èin|tèil
alzu	AVD	alzuo	allze
spate	AVD	spâte	spâte
waz	PW.Neut.Akk.Sg.st	waz	wër
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
lenger	AVD	langer	lange
hie	AVD	hier	hièr
gelegen	VVINF	gelegen	gelègen
ob	KOUS	ob	obe
ir	PPER.*.Nom.Pl.2	ir	ir
gemaches	NA.Masc,Neut.Gen.Sg.st	gemaches	gemach
wollet	VMFIN.*.Pres.Pl.2	wollet	wèllen
phlegen	VVINF	pflegen	pflëgen
so	AVD	sô	sô
ensoldet	PTKNEG|VMFIN.*.Past.Pl.2	en|soltet	ne|solen
ir	PPER.*.Nom.Pl.2	ir	ir
her	AVD	her	hëre
kumen	VVPP	kumen	komen
sin	VAINF	sîn	sîn
nie	AVD	nie	niè
woldir	VMFIN.*.Pres.Pl.2|PPER.*.Nom.Pl.2	wollet|ir	wèllen|ir
aber	AVD	aber	aber
ligen	VVINF	ligen	ligen
hie	AVD	hier	hièr
und	KON	und	unte
uch	PPER.*.Akk.Pl.2	iuch	ir
nirgen	AVD	niergen	nièrgen
zu	APPR	zuo	ze
bereiten	VVINF	bereiten	berèiten
und	KON	und	unte
alhie	AVD	alhier	allhièr
irbeiten	VVINF	erbeiten	erbèiten
unz	KOUS	unz	unze
sie	PPER.*.Nom.Pl.3	sie	ër
mit	APPR	mit	mit
uch	PPER.*.Dat.Pl.2	iuch	ir
striten	VVFIN.*.Past.Pl.3	striten	strîten
nu	AVD	nû	nû
zu	APPR	zuo	ze
disen	DDA.*.Dat.Pl.*	disen	dise
ziten	NA.Fem,Neut.Dat.Pl.st	zîten	zît
die	DDART.Fem.Akk.Sg.*	die	dër
werld	NA.Fem.Akk.Sg.st	werlt	wërelt
zuget	VVFIN.Ind.Pres.Sg.3	zöuget	zöugen
e	KOUS	êr	êr
den	KO*	denne	danne
uwer	DPOSA	iuwer	iuwer
wille	NA.Masc.Nom.Sg.*	wille	wille
follen	AVD	vollen	vollen
geheizzet	VVFIN.Ind.Pres.Sg.3	geheizet	gehèizen
griffen	VVINF	grîfen	grîfen
dar	PAVD	dâr	dâr
zu	PAVAP	zuo	zuo
daz	KOUS	daz	dazz
